Project ID,Project Name,Project Start Date,Address,Borough,Postcode,Community Board,NTA - Neighborhood Tabulation Area,Reporting Construction Type,Prevailing Wage Status
65390,81 - 95 LENOX AVENUE AKA CANAAN IV TOWERS,12/30/2021,95 LENOX AVENUE,Manhattan,10026.0,MN-10,MN11,Preservation,Non Prevailing Wage
67895,CLINTON TOWERS HOUSING CO INC.PLP.FY22,12/30/2021,540 WEST 55 STREET,Manhattan,10019.0,MN-04,MN15,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,755 CROTONA PARK NORTH,Bronx,10457.0,BX-03,BX99,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,797 CROTONA PARK NORTH,Bronx,10457.0,BX-03,BX99,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,801 CROTONA PARK NORTH,Bronx,10457.0,BX-03,BX99,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,857 CROTONA PARK NORTH,Bronx,10457.0,BX-03,BX99,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,861 CROTONA PARK NORTH,Bronx,10457.0,BX-03,BX99,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,887 CROTONA PARK NORTH,Bronx,10457.0,BX-03,BX99,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,710 EAST 175 STREET,Bronx,10457.0,BX-06,BX17,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,870 EAST 175 STREET,Bronx,10460.0,BX-06,BX17,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,815 FAIRMOUNT PLACE,Bronx,10460.0,BX-06,BX17,Preservation,Non Prevailing Wage
69246,CARROLL-BURKE HDFC.PLP.FY22,12/30/2021,1811 WATERLOO PLACE,Bronx,10460.0,BX-06,BX17,Preservation,Non Prevailing Wage
71432,313 BEACH 42ND STREET,12/30/2021,313 BEACH 42 STREET,Queens,11691.0,QN-14,QN12,Preservation,Non Prevailing Wage
71643,114-11 133RD STREET,12/30/2021,114-11 133 AVENUE,Queens,11420.0,QN-10,QN55,Preservation,Non Prevailing Wage
69218,MHANY. MHANY CLUSTER. JOE NYC,12/29/2021,135 ALBANY AVENUE,Brooklyn,11213.0,BK-08,BK61,Preservation,Non Prevailing Wage
69218,MHANY. MHANY CLUSTER. JOE NYC,12/29/2021,1629 EASTERN PARKWAY EXTENSION,Brooklyn,11233.0,BK-16,BK79,Preservation,Non Prevailing Wage
69218,MHANY. MHANY CLUSTER. JOE NYC,12/29/2021,1180 PRESIDENT STREET,Brooklyn,11225.0,BK-09,BK63,Preservation,Non Prevailing Wage
70082,ROCKAWAY VILLAGE PHASE 4,12/29/2021,1605 VILLAGE LANE,Queens,,QN-00,,New Construction,Non Prevailing Wage
70082,ROCKAWAY VILLAGE PHASE 4,12/29/2021,1607 VILLAGE LANE,Queens,,QN-00,,New Construction,Non Prevailing Wage
70392,153-10 88TH AVE,12/29/2021,153-10 88 AVENUE,Queens,11432.0,QN-12,QN35,New Construction,Non Prevailing Wage
71900,EVERGREEN GARDENS (600621),12/29/2021,950 EVERGREEN AVENUE,Bronx,10473.0,BX-09,BX09,Preservation,Non Prevailing Wage
71900,EVERGREEN GARDENS (600621),12/29/2021,955 EVERGREEN AVENUE,Bronx,10473.0,BX-09,BX09,Preservation,Non Prevailing Wage
71911,CONFIDENTIAL,12/29/2021,---- ----,Staten Island,,SI-01,,Preservation,Non Prevailing Wage
71891,808 ELSMERE AVENUE,12/27/2021,808 ELSMERE PLACE,Bronx,10460.0,BX-06,BX17,New Construction,Non Prevailing Wage
71892,1318 SOUTHERN BLVD,12/27/2021,1318 SOUTHERN BOULEVARD,Bronx,10459.0,BX-03,BX75,New Construction,Non Prevailing Wage
71893,430 BELMONT AVENUE APARTMENTS,12/27/2021,360 VERMONT STREET,Brooklyn,11207.0,BK-05,BK85,New Construction,Non Prevailing Wage
71894,2083 DALY AVENUE,12/27/2021,2083 DALY AVENUE,Bronx,10460.0,BX-06,BX17,New Construction,Non Prevailing Wage
71914,CONFIDENTIAL,12/27/2021,---- ----,Queens,,QN-10,,Preservation,Non Prevailing Wage
70731,100 FLATBUSH AVENUE (PHASE 1),12/23/2021,100 FLATBUSH AVENUE,Brooklyn,11217.0,BK-02,BK38,New Construction,Non Prevailing Wage
71021,1018 EAST 163RD ST,12/23/2021,1018 EAST 163 STREET,Bronx,10459.0,BX-02,BX27,Preservation,Non Prevailing Wage
62229,LAMBERT REDEVELOPMENT-BUILDING 5AB,12/22/2021,2082 BOSTON ROAD,Bronx,10460.0,BX-06,BX17,New Construction,Non Prevailing Wage
63764,CONEY ISLAND PHASE 2,12/22/2021,1607 SURF AVENUE,Brooklyn,11224.0,BK-13,BK21,New Construction,Non Prevailing Wage
64689,NME III,12/22/2021,207 WEST 140 STREET,Manhattan,10030.0,MN-10,MN03,New Construction,Non Prevailing Wage
64689,NME III,12/22/2021,304 WEST 150 STREET,Manhattan,10039.0,MN-10,MN03,New Construction,Non Prevailing Wage
68108,LINDEN TERRACE BUILDING 3,12/22/2021,583 EMERALD STREET,Brooklyn,11208.0,BK-05,BK82,New Construction,Non Prevailing Wage
69178,840-50 ST MARKS AVE HDFC.HRP.FY22,12/22/2021,850 ST MARKS AVENUE,Brooklyn,11213.0,BK-08,BK61,Preservation,Non Prevailing Wage
69542,HELP. 273 SNEDIKER AVENUE. 515 BLAKE AVENUE BUILDING A,12/22/2021,273 SNEDIKER AVENUE,Brooklyn,11207.0,BK-05,BK85,New Construction,Non Prevailing Wage
71866,825 DEKALB AVENUE APARTMENTS,12/22/2021,825 DEKALB  AVENUE,Brooklyn,11221.0,BK-03,BK75,New Construction,Non Prevailing Wage
71867,781 ELSMERE PLACE APARTMENTS,12/22/2021,781 ELSMERE PLACE,Bronx,10460.0,BX-06,BX17,New Construction,Non Prevailing Wage
71868,27-14 39TH AVENUE APARTMENTS,12/22/2021,27-14 39 AVENUE,Queens,11101.0,QN-01,QN68,New Construction,Non Prevailing Wage
71869,41-30 66TH STREET APARTMENTS,12/22/2021,41-30 66 STREET,Queens,11377.0,QN-02,QN63,New Construction,Non Prevailing Wage
71827,CONFIDENTIAL,12/21/2021,---- ----,Bronx,,BX-09,,New Construction,Non Prevailing Wage
71874,595 NEW YORK AVENUE APARTMENTS,12/20/2021,595 NEW YORK AVENUE,Brooklyn,11203.0,BK-09,BK60,New Construction,Non Prevailing Wage
71834,CONFIDENTIAL,12/17/2021,---- ----,Bronx,,BX-09,,New Construction,Non Prevailing Wage
71865,1559 WHITE PLAINS ROAD APARTMENTS,12/17/2021,1559 WHITE PLAINS ROAD,Bronx,10462.0,BX-09,BX08,New Construction,Non Prevailing Wage
71890,1503 NOSTRAND AVENUE,12/17/2021,1503 NOSTRAND AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
65303,PENINSULA A1,12/16/2021,5123 BEACH CHANNEL DRIVE,Queens,11691.0,QN-14,QN12,New Construction,Non Prevailing Wage
66601,266 WEST 96TH STREET,12/16/2021,270 WEST 96 STREET,Manhattan,10025.0,MN-07,MN12,New Construction,Non Prevailing Wage
70044,33 FRANKLIN STREET,12/16/2021,33 FRANKLIN STREET,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
71264,SEAVIEW ESTATES PRESERVATION HDFC.HPO.FY22,12/16/2021,90 ST MARKS PLACE,Staten Island,10301.0,SI-01,SI22,Preservation,Non Prevailing Wage
71264,SEAVIEW ESTATES PRESERVATION HDFC.HPO.FY22,12/16/2021,201 HAMILTON AVENUE,Staten Island,10301.0,SI-01,SI22,Preservation,Non Prevailing Wage
71264,SEAVIEW ESTATES PRESERVATION HDFC.HPO.FY22,12/16/2021,217 HAMILTON AVENUE,Staten Island,10301.0,SI-01,SI22,Preservation,Non Prevailing Wage
71264,SEAVIEW ESTATES PRESERVATION HDFC.HPO.FY22,12/16/2021,80 ST MARKS PLACE,Staten Island,10301.0,SI-01,SI22,Preservation,Non Prevailing Wage
71276,475 BAY STREET MIH,12/16/2021,475 BAY STREET,Staten Island,10304.0,SI-01,SI37,New Construction,Non Prevailing Wage
71887,285 RUTLAND ROAD,12/16/2021,285 RUTLAND ROAD,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
71888,931-935 E 179TH STREET,12/16/2021,931 EAST 179 STREET,Bronx,10460.0,BX-06,BX17,New Construction,Non Prevailing Wage
71889,8218 AVENUE J,12/16/2021,8218 AVENUE J,Brooklyn,11236.0,BK-18,BK50,New Construction,Non Prevailing Wage
71885,680 EAST 21ST STREET APARTMENTS,12/15/2021,680 EAST 21 STREET,Brooklyn,11226.0,BK-14,BK42,New Construction,Non Prevailing Wage
71863,363 EAST 197TH STREET APARTMENTS,12/14/2021,363 EAST 197 STREET,Bronx,10458.0,BX-07,BX05,New Construction,Non Prevailing Wage
71864,140 WEST FORDHAM ROAD,12/14/2021,140 WEST FORDHAM ROAD,Bronx,10468.0,BX-07,BX30,New Construction,Non Prevailing Wage
71861,1405 HERKIMER STREET APARTMENTS,12/13/2021,1405 HERKIMER STREET,Brooklyn,11233.0,BK-16,BK79,New Construction,Non Prevailing Wage
71862,2110 HUGHES AVENUE APARTMENTS,12/13/2021,2110 HUGHES AVENUE,Bronx,10457.0,BX-06,BX17,New Construction,Non Prevailing Wage
69501,CHICA HDFC.YR15.FY21,12/09/2021,1022 REV JAMES A POLITE AVENUE,Bronx,10459.0,BX-02,BX33,Preservation,Non Prevailing Wage
70744,1760 BOONE AVENUE,12/09/2021,1760 BOONE AVENUE,Bronx,10460.0,BX-03,BX75,New Construction,Non Prevailing Wage
66928,HELP. 282 HINSDALE STREET. 515 BLAKE AVENUE BUILDING B,12/08/2021,282 HINSDALE STREET,Brooklyn,11207.0,BK-05,BK85,New Construction,Non Prevailing Wage
70126,21 GARDEN STREET,12/08/2021,21 GARDEN STREET,Brooklyn,11206.0,BK-04,BK78,New Construction,Non Prevailing Wage
71811,CONFIDENTIAL,12/08/2021,---- ----,Staten Island,,SI-02,,New Construction,Non Prevailing Wage
71812,CONFIDENTIAL,12/08/2021,---- ----,Brooklyn,,BK-05,,New Construction,Non Prevailing Wage
71860,2779 & 2781 UNIVERSITY AVENUE APARTMENTS,12/08/2021,2781 UNIVERSITY AVENUE,Bronx,10468.0,BX-08,BX28,New Construction,Non Prevailing Wage
71860,2779 & 2781 UNIVERSITY AVENUE APARTMENTS,12/08/2021,2779 UNIVERSITY AVENUE,Bronx,10468.0,BX-08,BX28,New Construction,Non Prevailing Wage
71859,2484 BEDFORD AVENUE,12/06/2021,2484 BEDFORD AVENUE,Brooklyn,11226.0,BK-14,BK95,New Construction,Non Prevailing Wage
71199,REVIVE 103 HDFC,12/02/2021,160 EAST 103 STREET,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
71899,VITAL BROOKLYN- BDC PHASE 1A (C1-C2),12/01/2021,888 FOUNTAIN AVENUE,Brooklyn,11208.0,BK-05,BK82,New Construction,Non Prevailing Wage
69545,PARK AFFORDABLE.HPO.FY22,11/30/2021,961 42 STREET,Brooklyn,11219.0,BK-12,BK34,Preservation,Non Prevailing Wage
69545,PARK AFFORDABLE.HPO.FY22,11/30/2021,983 46 STREET,Brooklyn,11219.0,BK-12,BK34,Preservation,Non Prevailing Wage
69545,PARK AFFORDABLE.HPO.FY22,11/30/2021,902 47 STREET,Brooklyn,11219.0,BK-12,BK88,Preservation,Non Prevailing Wage
69545,PARK AFFORDABLE.HPO.FY22,11/30/2021,914 47 STREET,Brooklyn,11219.0,BK-12,BK88,Preservation,Non Prevailing Wage
69545,PARK AFFORDABLE.HPO.FY22,11/30/2021,926 47 STREET,Brooklyn,11219.0,BK-12,BK88,Preservation,Non Prevailing Wage
69545,PARK AFFORDABLE.HPO.FY22,11/30/2021,864 49 STREET,Brooklyn,11220.0,BK-12,BK34,Preservation,Non Prevailing Wage
71857,1111 FULTON STREET APARTMENTS,11/29/2021,1111 FULTON STREET,Brooklyn,11238.0,BK-03,BK69,New Construction,Non Prevailing Wage
71858,110 EAST 53RD STREET APARTMENTS,11/29/2021,110 EAST 53 STREET,Brooklyn,11203.0,BK-17,BK60,New Construction,Non Prevailing Wage
71912,218-14 119TH AVENUE,11/29/2021,218-14 119 AVENUE,Queens,11411.0,QN-13,QN33,Preservation,Non Prevailing Wage
71915,CONFIDENTIAL,11/27/2021,---- ----,Brooklyn,,BK-09,,Preservation,Non Prevailing Wage
71855,668 BUSHWICK AVENUE APARTMENTS,11/26/2021,666 BUSHWICK AVENUE,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
71856,37 HERKIMER STREET,11/26/2021,37 HERKIMER STREET,Brooklyn,11216.0,BK-03,BK61,New Construction,Non Prevailing Wage
71873,288 WILLOUGHBY AVENUE APARTMENTS,11/22/2021,288 WILLOUGHBY AVENUE,Brooklyn,11205.0,BK-03,BK69,New Construction,Non Prevailing Wage
68891,LITTLE ITALY RESTORATION APARTMENTS (L.I.R.A.),11/19/2021,13 SPRING STREET,Manhattan,10012.0,MN-02,MN24,Preservation,Non Prevailing Wage
70577,2916 WEST 16TH STREET,11/19/2021,2916 WEST 16 STREET,Brooklyn,11224.0,BK-13,BK21,New Construction,Non Prevailing Wage
70577,2916 WEST 16TH STREET,11/19/2021,1515 SURF AVENUE,Brooklyn,11224.0,BK-13,BK21,New Construction,Non Prevailing Wage
71206,MADISON AVE,11/19/2021,47 EAST 130 STREET,Manhattan,10037.0,MN-11,MN03,Preservation,Non Prevailing Wage
71206,MADISON AVE,11/19/2021,2071 MADISON AVENUE,Manhattan,10037.0,MN-11,MN03,Preservation,Non Prevailing Wage
71207,GRACE TOWERS,11/19/2021,2060 PITKIN AVENUE,Brooklyn,11207.0,BK-05,BK85,Preservation,Non Prevailing Wage
71207,GRACE TOWERS,11/19/2021,373 BELMONT AVENUE,Brooklyn,11207.0,BK-05,BK85,Preservation,Non Prevailing Wage
71208,TARGET V,11/19/2021,1971 GRAND AVENUE,Bronx,10453.0,BX-05,BX36,Preservation,Non Prevailing Wage
71208,TARGET V,11/19/2021,1975 GRAND AVENUE,Bronx,10453.0,BX-05,BX36,Preservation,Non Prevailing Wage
71512,2438 BARNES AVE,11/19/2021,2438 BARNES AVENUE,Bronx,10467.0,BX-11,BX07,Preservation,Non Prevailing Wage
69479,SCHEUER HOUSE OF MANHATTAN BEACH,11/18/2021,161 CORBIN PLACE,Brooklyn,11235.0,BK-15,BK19,Preservation,Non Prevailing Wage
69479,SCHEUER HOUSE OF MANHATTAN BEACH,11/18/2021,156 WEST END AVENUE,Brooklyn,11235.0,BK-15,BK19,Preservation,Non Prevailing Wage
71884,37-28 104TH STREET APARTMENTS,11/18/2021,37-28 104 STREET,Queens,11368.0,QN-03,QN26,New Construction,Non Prevailing Wage
71793,CONFIDENTIAL,11/17/2021,---- ----,Queens,,QN-14,,Preservation,Non Prevailing Wage
71872,417 MANHATTAN AVENUE,11/17/2021,417 MANHATTAN AVENUE,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
70801,550 TENTH AVENUE,11/15/2021,550 10 AVENUE,Manhattan,10018.0,MN-04,MN15,New Construction,Non Prevailing Wage
71854,PLANK ROAD APARTMENTS,11/15/2021,25 6 AVENUE,Brooklyn,11217.0,BK-08,BK64,New Construction,Non Prevailing Wage
71726,12 VAN SICLEN AVENUE,11/13/2021,12 VAN SICLEN AVENUE,Brooklyn,11207.0,BK-05,BK83,Preservation,Non Prevailing Wage
71707,CONFIDENTIAL,11/12/2021,---- ----,Queens,,QN-03,,New Construction,Non Prevailing Wage
71725,78 RHINE AVENUE,11/12/2021,78 RHINE AVENUE,Staten Island,10304.0,SI-01,SI08,Preservation,Non Prevailing Wage
71727,4241 ELY AVENUE,11/12/2021,4241 ELY AVENUE,Bronx,10466.0,BX-12,BX62,Preservation,Non Prevailing Wage
71737,CONFIDENTIAL,11/12/2021,---- ----,Manhattan,,MN-10,,New Construction,Non Prevailing Wage
69521,1102 MYRTLE AVENUE,11/10/2021,1100 MYRTLE AVENUE,Brooklyn,11206.0,BK-03,BK35,New Construction,Non Prevailing Wage
71724,1850 EAST 49TH STREET,11/10/2021,1850 EAST 49 STREET,Brooklyn,11234.0,BK-18,BK58,Preservation,Non Prevailing Wage
71853,319 SOUTH 4TH STREET,11/10/2021,319 SOUTH 4 STREET,Brooklyn,11211.0,BK-01,BK73,New Construction,Non Prevailing Wage
68421,46-09 69TH ST.,11/09/2021,46-09 69 STREET,Queens,11377.0,QN-02,QN50,New Construction,Non Prevailing Wage
68422,46-10 70TH ST,11/09/2021,46-10 70 STREET,Queens,11377.0,QN-02,QN50,New Construction,Non Prevailing Wage
68238,606 WEST 30TH STREET,11/05/2021,606-616 WEST 30 STREET,Manhattan,10001.0,MN-04,MN13,New Construction,Non Prevailing Wage
71708,CONFIDENTIAL,11/05/2021,---- ----,Brooklyn,,BK-14,,New Construction,Non Prevailing Wage
71851,2015 VYSE AVENUE APARTMENTS,11/05/2021,2015 VYSE AVENUE,Bronx,10460.0,BX-06,BX17,New Construction,Non Prevailing Wage
69620,1184 RIVER PHASE 2,11/04/2021,1184 RIVER AVENUE,Bronx,10452.0,BX-04,BX63,New Construction,Non Prevailing Wage
71718,1690 ST MARKS AVENUE,11/03/2021,1690 ST MARKS AVENUE,Brooklyn,11233.0,BK-16,BK79,Preservation,Non Prevailing Wage
71850,2955 BRIGHTON 5TH STREET APARTMENTS,11/03/2021,2955 BRIGHTON 5 STREET,Brooklyn,11235.0,BK-13,BK19,New Construction,Non Prevailing Wage
71882,853 LEXINGTON AVENUE,11/03/2021,853 LEXINGTON AVENUE,Brooklyn,11221.0,BK-03,BK35,New Construction,Non Prevailing Wage
59843,JERICHO. 1840-1846 ANTHONY AVENUE,10/29/2021,1840 ANTHONY AVENUE,Bronx,10457.0,BX-05,BX41,Preservation,Prevailing Wage
59843,JERICHO. 1840-1846 ANTHONY AVENUE,10/29/2021,1842 ANTHONY AVENUE,Bronx,10457.0,BX-05,BX41,Preservation,Prevailing Wage
59843,JERICHO. 1840-1846 ANTHONY AVENUE,10/29/2021,1846 ANTHONY AVENUE,Bronx,10457.0,BX-05,BX41,Preservation,Prevailing Wage
71722,11-15 BAY 32ND PLACE,10/29/2021,1-15 BAY 32 PLACE,Queens,,QN-14,,Preservation,Non Prevailing Wage
69133,509 3RD AVENUE,10/28/2021,509 3 AVENUE,Manhattan,10016.0,MN-06,MN20,New Construction,Non Prevailing Wage
69402,FOO.20-50 NAMEOKE AVENUE,10/28/2021,20-50 NAMEOKE AVENUE,Queens,11691.0,QN-14,QN15,New Construction,Non Prevailing Wage
71715,115-10 217TH STREET,10/28/2021,115-10 217 STREET,Queens,11411.0,QN-13,QN33,Preservation,Non Prevailing Wage
71878,22 EAST 212TH STREET,10/28/2021,22 EAST 212 STREET,Bronx,10467.0,BX-07,BX43,New Construction,Non Prevailing Wage
71879,1189 BROADWAY,10/28/2021,1189 BROADWAY,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
71881,977-979 EAST 34TH STREET,10/28/2021,977 EAST 34 STREET,Brooklyn,11210.0,BK-17,BK91,New Construction,Non Prevailing Wage
71881,977-979 EAST 34TH STREET,10/28/2021,979 EAST 34 STREET,Brooklyn,11210.0,BK-17,BK91,New Construction,Non Prevailing Wage
71717,49 CHAUNCEY STREET,10/26/2021,49 CHAUNCEY STREET,Brooklyn,11233.0,BK-03,BK61,Preservation,Non Prevailing Wage
71849,2269 1ST AVENUE APARTMENTS,10/26/2021,340 EAST 117 STREET,Manhattan,10035.0,MN-11,MN34,New Construction,Non Prevailing Wage
71760,710 JEFFERSON AVENUE,10/25/2021,710 JEFFERSON AVENUE,Brooklyn,11221.0,BK-03,BK35,Preservation,Non Prevailing Wage
71876,458 CYRUS PLACE,10/25/2021,458 CYRUS PLACE,Bronx,10458.0,BX-06,BX01,New Construction,Non Prevailing Wage
71877,799 EAST 34TH STREET APARTMENTS,10/25/2021,3401 FARRAGUT ROAD,Brooklyn,11210.0,BK-17,BK91,New Construction,Non Prevailing Wage
71655,CONFIDENTIAL,10/22/2021,---- ----,Bronx,,BX-12,,New Construction,Non Prevailing Wage
71656,CONFIDENTIAL,10/22/2021,---- ----,Queens,,QN-03,,New Construction,Non Prevailing Wage
71883,937 ROGERS AVENUE,10/20/2021,937 ROGERS AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
69253,58 VANDERBILT AVENUE,10/19/2021,205 PARK AVENUE,Brooklyn,11205.0,BK-02,BK68,New Construction,Non Prevailing Wage
71026,"2309 94TH STREET, QUEENS",10/19/2021,23-09 94 STREET,Queens,11369.0,QN-03,QN27,Preservation,Non Prevailing Wage
71297,"191-09 109TH ROAD, QUEENS",10/19/2021,191-09 109 ROAD,Queens,11412.0,QN-12,QN07,Preservation,Non Prevailing Wage
71848,1016 EAST 13TH STREET,10/19/2021,1016 EAST 13 STREET,Brooklyn,11230.0,BK-14,BK43,New Construction,Non Prevailing Wage
71847,531 TINTON AVENUE,10/18/2021,531 TINTON AVENUE,Bronx,10455.0,BX-01,BX39,New Construction,Non Prevailing Wage
71846,30 EAST 29TH STREET APARTMENTS,10/15/2021,30 EAST 29 STREET,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
71875,1483 STERLING PLACE,10/14/2021,1483 STERLING PLACE,Brooklyn,11213.0,BK-08,BK61,New Construction,Non Prevailing Wage
71845,385 HARMAN STREET APARTMENTS,10/12/2021,385 HARMAN STREET,Brooklyn,11237.0,BK-04,BK77,New Construction,Non Prevailing Wage
71534,ATLANTIC PORTFOLIO- UNIVERSITY AVE.YR15.FY22,10/08/2021,1001 UNIVERSITY AVENUE,Bronx,10452.0,BX-04,BX26,Preservation,Non Prevailing Wage
71537,ATLANTIC PORTFOLIO- 1240 WASHINGTON AVE.YR15.FY22,10/08/2021,1240 WASHINGTON AVENUE,Bronx,10456.0,BX-03,BX01,Preservation,Non Prevailing Wage
71538,ATLANTIC PORTFOLIO- CONCORD AVE.YR15.FY22,10/08/2021,600 CONCORD AVENUE,Bronx,10455.0,BX-01,BX34,Preservation,Non Prevailing Wage
71539,ATLANTIC PORTFOLIO- ALDUS STREET ASSOCIATES.YR15.FY22,10/08/2021,951 HOE AVENUE,Bronx,10459.0,BX-02,BX27,Preservation,Non Prevailing Wage
71540,ATLANTIC PORTFOLIO- HOE AVE.YR15.FY22,10/08/2021,941 HOE AVENUE,Bronx,10459.0,BX-02,BX27,Preservation,Non Prevailing Wage
71844,65 BUCHANAN PLACE APARTMENTS,10/08/2021,65 BUCHANAN PLACE,Bronx,10453.0,BX-05,BX36,New Construction,Non Prevailing Wage
71714,429 WINTHROP STREET,10/07/2021,429 WINTHROP STREET,Brooklyn,11203.0,BK-09,BK60,Preservation,Non Prevailing Wage
71843,3315 & 3317 PARKSIDE PLACE,10/06/2021,3317 PARKSIDE PLACE,Bronx,10467.0,BX-07,BX43,New Construction,Non Prevailing Wage
71843,3315 & 3317 PARKSIDE PLACE,10/06/2021,3315 PARKSIDE PLACE,Bronx,10467.0,BX-07,BX43,New Construction,Non Prevailing Wage
71842,567 OCEAN PARKWAY APARTMENTS,10/05/2021,567 OCEAN PARKWAY,Brooklyn,11218.0,BK-12,BK41,New Construction,Non Prevailing Wage
71871,30-79 31ST STREET APARTMENTS,10/04/2021,30-79 31 STREET,Queens,11102.0,QN-01,QN70,New Construction,Non Prevailing Wage
71716,87-17 129TH ST,10/01/2021,87-17 129 STREET,Queens,11418.0,QN-09,QN54,Preservation,Non Prevailing Wage
71841,1510 GATES AVENUE APARTMENTS,10/01/2021,333 IRVING AVENUE,Brooklyn,11237.0,BK-04,BK77,New Construction,Non Prevailing Wage
71674,1033 SUMMIT AVENUE,09/30/2021,1033 SUMMIT AVENUE,Bronx,10452.0,BX-04,BX26,New Construction,Non Prevailing Wage
71675,"115, 119, 123 CLIFTON PLACE",09/30/2021,119 CLIFTON PLACE,Brooklyn,11238.0,BK-03,BK75,New Construction,Non Prevailing Wage
71675,"115, 119, 123 CLIFTON PLACE",09/30/2021,115 CLIFTON PLACE,Brooklyn,11238.0,BK-03,BK75,New Construction,Non Prevailing Wage
71675,"115, 119, 123 CLIFTON PLACE",09/30/2021,123 CLIFTON PLACE,Brooklyn,11238.0,BK-03,BK75,New Construction,Non Prevailing Wage
71676,1163 WILLMOHR STREET,09/30/2021,1163 WILLMOHR STREET,Brooklyn,11212.0,BK-17,BK96,New Construction,Non Prevailing Wage
71677,1365 TELLER AVENUE,09/30/2021,1365 TELLER AVENUE,Bronx,10456.0,BX-04,BX14,New Construction,Non Prevailing Wage
71678,1393 LINCOLN PLACE,09/30/2021,1393 LINCOLN PLACE,Brooklyn,11213.0,BK-08,BK61,New Construction,Non Prevailing Wage
71679,1428 FRANKLIN AVENUE APARTMENTS,09/30/2021,1428 FRANKLIN AVENUE,Bronx,10456.0,BX-03,BX35,New Construction,Non Prevailing Wage
71680,1574 PITKIN AVENUE APARTMENTS,09/30/2021,1574 PITKIN AVENUE,Brooklyn,11212.0,BK-16,BK81,New Construction,Non Prevailing Wage
71681,2510 BEDFORD AVENUE,09/30/2021,2510 BEDFORD AVENUE,Brooklyn,11226.0,BK-14,BK95,New Construction,Non Prevailing Wage
71682,2829 SNYDER AVENUE,09/30/2021,2829 SNYDER AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
71683,2901 SNYDER AVENUE,09/30/2021,2901 SNYDER AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
71684,2909-2911 ALBEMARLE RD,09/30/2021,2911 ALBEMARLE ROAD,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
71684,2909-2911 ALBEMARLE RD,09/30/2021,2909 ALBEMARLE ROAD,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
71685,3013 BARKER AVE APARTMENTS,09/30/2021,3013 BARKER AVENUE,Bronx,10467.0,BX-12,BX07,New Construction,Non Prevailing Wage
71686,313 EAST 162 STREET APARTMENTS,09/30/2021,313 EAST 162 STREET,Bronx,10451.0,BX-04,BX14,New Construction,Non Prevailing Wage
71687,379 DEWITT AVENUE,09/30/2021,379 DEWITT AVENUE,Brooklyn,11207.0,BK-05,BK82,New Construction,Non Prevailing Wage
71688,385 CLASSON AVENUE,09/30/2021,385 CLASSON AVENUE,Brooklyn,11238.0,BK-03,BK75,New Construction,Non Prevailing Wage
71689,402 EAST 118 STREET APARTMENT,09/30/2021,402 EAST 118 STREET,Manhattan,10035.0,MN-11,MN34,New Construction,Non Prevailing Wage
71690,428 EAST 148TH STREET,09/30/2021,428 EAST 148 STREET,Bronx,10455.0,BX-01,BX39,New Construction,Non Prevailing Wage
71691,524 MIDWOOD STREET,09/30/2021,524 MIDWOOD STREET,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
71692,75 LOTT AVENUE,09/30/2021,75 LOTT AVENUE,Brooklyn,11212.0,BK-16,BK81,New Construction,Non Prevailing Wage
60102,943-947 TELLER AVENUE HDFC.PLP.FY22,09/29/2021,943 TELLER AVENUE,Bronx,10451.0,BX-04,BX14,Preservation,Non Prevailing Wage
63026,LOS SURES. 11-23 MONTIETH ST. RHEINGOLD,09/29/2021,11-23 MONTIETH STREET,Brooklyn,,BK-04,,New Construction,Prevailing Wage
