Borough,Admin District,Geographical District,Location Code,DBN,School Level ,Student Enrollment,Full Time Licensed PE Teachers,F Status PE Teachers*,Itinerant PE Teachers*,Sum of F Status and Itinerant*,Total Part Time and Full Time PE Teachers*,Shared PE teachers with another school*,Ratio of Full Time Licensed PE Teachers to Students*
Manhattan,1,1,M015,01M015,Elementary                         ,146,1,0,0,0,1,0,1:146
Manhattan,1,1,M019,01M019,Elementary                         ,237,1,0,0,0,1,0,1:237
Manhattan,1,1,M020,01M020,Elementary                         ,459,1,0,0,0,1,0,1:459
Manhattan,1,1,M034,01M034,K-8                                ,314,1,0,0,0,1,0,1:314
Manhattan,1,1,M063,01M063,Elementary                         ,171,0,0,0,0,0,0,0
Manhattan,1,1,M064,01M064,Elementary                         ,218,1,0,0,0,1,0,1:218
Manhattan,1,1,M110,01M110,Elementary                         ,342,1,0,0,0,1,0,1:342
Manhattan,1,1,M134,01M134,Elementary                         ,302,1,0,0,0,1,0,1:302
Manhattan,1,1,M140,01M140,K-8                                ,342,1,0,0,0,1,0,1:342
Manhattan,1,1,M142,01M142,Elementary                         ,308,1,0,0,0,1,0,1:308
Manhattan,1,1,M184,01M184,K-8                                ,621,2,0,0,0,2,0,1:311
Manhattan,1,1,M188,01M188,K-8                                ,374,1,0,0,0,1,0,1:374
Manhattan,1,1,M292,01M292,High School                        ,132,2,0,0,0,2,0,1:66
Manhattan,1,1,M301,01M301,Junior High-Intermediate-Middle    ,119,1,0,0,0,1,0,1:119
Manhattan,1,1,M315,01M315,Elementary                         ,274,0,0,0,0,0,0,0
Manhattan,1,1,M332,01M332,Junior High-Intermediate-Middle    ,224,1,0,0,0,1,0,1:224
Manhattan,1,1,M361,01M361,Elementary                         ,249,0,0,0,0,0,0,0
Manhattan,1,1,M363,01M363,Elementary                         ,280,1,0,0,0,1,0,1:280
Manhattan,1,1,M364,01M364,Elementary                         ,287,0,0,0,0,0,0,0
Manhattan,1,1,M378,01M378,Junior High-Intermediate-Middle    ,275,2,0,0,0,2,0,1:138
Manhattan,1,1,M448,01M448,High School                        ,378,1,0,0,0,1,0,1:378
Manhattan,1,1,M450,01M450,Secondary School                   ,677,0,0,0,0,0,0,0
Manhattan,1,1,M458,01M458,High School                        ,104,1,0,0,0,1,0,1:104
Manhattan,1,1,M509,01M509,High School                        ,178,1,0,0,0,1,0,1:178
Manhattan,1,1,M515,01M515,High School                        ,419,1,0,0,0,1,0,1:419
Manhattan,1,1,M539,01M539,K-12 All Grades                    ,1734,6,0,0,0,6,0,1:289
Manhattan,1,1,M650,01M650,High School                        ,157,1,0,0,0,1,0,1:157
Manhattan,1,1,M696,01M696,High School                        ,544,3,0,0,0,3,0,1:181
Manhattan,1,1,M839,01M839,Junior High-Intermediate-Middle    ,367,1,0,0,0,1,0,1:367
Manhattan,2,2,M001,02M001,Elementary                         ,301,1,0,0,0,1,0,1:301
Manhattan,2,2,M002,02M002,Elementary                         ,547,0,0,0,0,0,0,0
Manhattan,2,2,M003,02M003,Elementary                         ,712,0,0,0,0,0,0,0
Manhattan,2,2,M006,02M006,Elementary                         ,634,1,0,0,0,1,0,1:634
Manhattan,2,2,M011,02M011,Elementary                         ,884,2,0,0,0,2,0,1:442
Manhattan,2,2,M033,02M033,Elementary                         ,571,1,0,0,0,1,0,1:571
Manhattan,2,2,M040,02M040,Elementary                         ,609,0,0,0,0,0,0,0
Manhattan,2,2,M041,02M041,Elementary                         ,650,0,0,0,0,0,0,0
Manhattan,2,2,M042,02M042,Elementary                         ,595,0,0,0,0,0,0,0
Manhattan,2,2,M047,02M047,High School                        ,173,2,0,0,0,2,0,1:87
Manhattan,2,2,M051,02M051,Elementary                         ,313,0,1,0,1,1,0,0
Manhattan,2,2,M059,02M059,Elementary                         ,554,0,0,0,0,0,0,0
Manhattan,2,2,M077,02M077,Elementary                         ,358,0,0,0,0,0,0,0
Manhattan,2,2,M089,02M089,Elementary                         ,366,0,0,1,1,1,1,0
Manhattan,2,2,M104,02M104,Junior High-Intermediate-Middle    ,1127,3,1,0,1,4,0,1:376
Manhattan,2,2,M111,02M111,Elementary                         ,269,1,0,0,0,1,0,1:269
Manhattan,2,2,M114,02M114,Junior High-Intermediate-Middle    ,427,1,0,0,0,1,0,1:427
Manhattan,2,2,M116,02M116,Elementary                         ,509,1,0,0,0,1,0,1:509
Manhattan,2,2,M124,02M124,Elementary                         ,703,0,0,0,0,0,0,0
Manhattan,2,2,M126,02M126,K-8                                ,729,1,0,0,0,1,0,1:729
Manhattan,2,2,M130,02M130,Elementary                         ,916,0,0,0,0,0,0,0
Manhattan,2,2,M131,02M131,Junior High-Intermediate-Middle    ,439,1,0,0,0,1,0,1:439
Manhattan,2,2,M135,02M135,High School                        ,292,2,1,0,1,3,1,1:146
Manhattan,2,2,M139,02M139,High School                        ,363,2,0,0,0,2,1,1:182
Manhattan,2,2,M150,02M150,Elementary                         ,157,0,0,0,0,0,0,0
Manhattan,2,2,M151,02M151,Elementary                         ,498,1,0,0,0,1,0,1:498
Manhattan,2,2,M158,02M158,Elementary                         ,673,1,0,0,0,1,0,1:673
Manhattan,2,2,M167,02M167,Junior High-Intermediate-Middle    ,1321,2,0,0,0,2,0,1:661
Manhattan,2,2,M177,02M177,Junior High-Intermediate-Middle    ,204,1,0,0,0,1,0,1:204
Manhattan,2,2,M183,02M183,Elementary                         ,521,0,0,0,0,0,0,0
Manhattan,2,2,M198,02M198,Elementary                         ,395,1,0,0,0,1,0,1:395
Manhattan,2,2,M212,02M212,Elementary                         ,336,1,0,0,0,1,0,1:336
Manhattan,2,2,M217,02M217,K-8                                ,527,1,0,0,0,1,0,1:527
Manhattan,2,2,M225,02M225,K-8                                ,268,0,0,0,0,0,0,0
Manhattan,2,2,M234,02M234,Elementary                         ,665,0,0,0,0,0,0,0
Manhattan,2,2,M255,02M255,Junior High-Intermediate-Middle    ,387,1,0,0,0,1,0,1:387
Manhattan,2,2,M260,02M260,Secondary School                   ,483,2,0,0,0,2,0,1:242
Manhattan,2,2,M267,02M267,Elementary                         ,372,1,0,0,0,1,0,1:372
Manhattan,2,2,M276,02M276,K-8                                ,822,2,0,0,0,2,0,1:411
Manhattan,2,2,M280,02M280,High School                        ,260,1,1,0,1,2,1,1:260
Manhattan,2,2,M281,02M281,Elementary                         ,139,0,1,0,1,1,0,0
Manhattan,2,2,M282,02M282,High School                        ,274,1,0,0,0,1,0,1:274
Manhattan,2,2,M288,02M288,High School                        ,377,1,0,0,0,1,0,1:377
Manhattan,2,2,M289,02M289,Junior High-Intermediate-Middle    ,278,0,0,1,1,1,1,0
Manhattan,2,2,M290,02M290,Elementary                         ,585,0,0,0,0,0,0,0
Manhattan,2,2,M294,02M294,High School                        ,320,1,0,0,0,1,0,1:320
Manhattan,2,2,M296,02M296,High School                        ,365,2,0,0,0,2,0,1:183
Manhattan,2,2,M298,02M298,High School                        ,485,2,0,0,0,2,0,1:243
Manhattan,2,2,M300,02M300,High School                        ,355,1,0,0,0,1,0,1:355
Manhattan,2,2,M303,02M303,High School                        ,389,1,0,0,0,1,0,1:389
Manhattan,2,2,M305,02M305,High School                        ,287,2,0,0,0,2,0,1:144
Manhattan,2,2,M308,02M308,High School                        ,325,1,0,0,0,1,0,1:325
Manhattan,2,2,M312,02M312,Junior High-Intermediate-Middle    ,537,2,0,0,0,2,0,1:269
Manhattan,2,2,M313,02M313,High School                        ,182,1,0,0,0,1,0,1:182
Manhattan,2,2,M316,02M316,High School                        ,252,1,0,0,0,1,0,1:252
Manhattan,2,2,M340,02M340,Elementary                         ,140,0,0,0,0,0,0,0
Manhattan,2,2,M343,02M343,Elementary                         ,330,1,0,0,0,1,0,1:330
Manhattan,2,2,M347,02M347,K-8                                ,130,0,0,0,0,0,0,0
Manhattan,2,2,M374,02M374,High School                        ,511,2,0,0,0,2,0,1:256
Manhattan,2,2,M376,02M376,High School                        ,437,1,0,0,0,1,0,1:437
Manhattan,2,2,M392,02M392,High School                        ,403,2,0,0,0,2,0,1:202
Manhattan,2,2,M393,02M393,High School                        ,421,2,0,0,0,2,1,1:211
Manhattan,2,2,M394,02M394,High School                        ,257,2,0,0,0,2,0,1:129
Manhattan,2,2,M397,02M397,K-8                                ,465,1,0,0,0,1,0,1:465
Manhattan,2,2,M399,02M399,High School                        ,382,3,0,0,0,3,0,1:127
Manhattan,2,2,M400,02M400,High School                        ,1144,6,0,0,0,6,0,1:191
Manhattan,2,2,M407,02M407,Secondary School                   ,464,1,0,0,0,1,0,1:464
Manhattan,2,2,M408,02M408,Secondary School                   ,534,0,0,0,0,0,0,0
Manhattan,2,2,M411,02M411,High School                        ,439,1,0,0,0,1,0,1:439
Manhattan,2,2,M412,02M412,High School                        ,526,1,0,0,0,1,0,1:526
Manhattan,2,2,M413,02M413,Secondary School                   ,740,2,0,0,0,2,0,1:370
Manhattan,2,2,M414,02M414,High School                        ,441,1,0,0,0,1,0,1:441
Manhattan,2,2,M416,02M416,High School                        ,542,3,0,0,0,3,0,1:181
Manhattan,2,2,M418,02M418,High School                        ,652,2,0,0,0,2,0,1:326
Manhattan,2,2,M419,02M419,High School                        ,343,1,0,0,0,1,0,1:343
Manhattan,2,2,M420,02M420,High School                        ,1709,5,0,0,0,5,0,1:342
Manhattan,2,2,M422,02M422,Secondary School                   ,594,4,0,0,0,4,0,1:149
Manhattan,2,2,M425,02M425,High School                        ,546,1,0,0,0,1,0,1:546
Manhattan,2,2,M427,02M427,High School                        ,259,2,0,0,0,2,0,1:130
Manhattan,2,2,M432,02M432,High School                        ,286,1,0,0,0,1,0,1:286
Manhattan,2,2,M437,02M437,High School                        ,442,3,0,0,0,3,0,1:147
Manhattan,2,2,M438,02M438,High School                        ,331,3,0,0,0,3,0,1:110
Manhattan,2,2,M439,02M439,High School                        ,427,2,0,0,0,2,0,1:214
Manhattan,2,2,M442,02M442,K-8                                ,147,0,0,0,0,0,0,0
Manhattan,2,2,M449,02M449,High School                        ,422,0,0,0,0,0,0,0
Manhattan,2,2,M459,02M459,High School                        ,309,1,0,0,0,1,0,1:309
Manhattan,2,2,M475,02M475,High School                        ,3332,10,0,0,0,10,0,1:333
Manhattan,2,2,M489,02M489,High School                        ,723,2,0,0,0,2,0,1:362
Manhattan,2,2,M500,02M500,High School                        ,244,1,0,0,0,1,0,1:244
Manhattan,2,2,M507,02M507,High School                        ,445,2,0,0,0,2,1,1:223
Manhattan,2,2,M519,02M519,High School                        ,476,1,0,0,0,1,0,1:476
Manhattan,2,2,M520,02M520,High School                        ,351,2,0,0,0,2,0,1:176
Manhattan,2,2,M527,02M527,Elementary                         ,283,0,0,0,0,0,0,0
Manhattan,2,2,M529,02M529,High School                        ,569,2,0,0,0,2,0,1:285
Manhattan,2,2,M531,02M531,High School                        ,241,0,0,0,0,0,0,0
Manhattan,2,2,M533,02M533,High School                        ,396,3,0,0,0,3,0,1:132
Manhattan,2,2,M534,02M534,High School                        ,439,1,0,0,0,1,0,1:439
Manhattan,2,2,M542,02M542,High School                        ,502,1,0,0,0,1,0,1:502
Manhattan,2,2,M543,02M543,High School                        ,385,1,0,1,1,2,1,1:385
Manhattan,2,2,M544,02M544,High School                        ,198,1,0,0,0,1,0,1:198
Manhattan,2,2,M545,02M545,High School                        ,396,1,1,0,1,2,0,1:396
Manhattan,2,2,M546,02M546,High School                        ,441,2,0,0,0,2,0,1:221
Manhattan,2,2,M550,02M550,High School                        ,357,1,0,0,0,1,0,1:357
Manhattan,2,2,M551,02M551,High School                        ,430,1,0,0,0,1,0,1:430
Manhattan,2,2,M560,02M560,High School                        ,446,0,0,0,0,0,0,0
Manhattan,2,2,M565,02M565,High School                        ,154,0,0,0,0,0,0,0
Manhattan,2,2,M570,02M570,High School                        ,217,1,0,0,0,1,0,1:217
Manhattan,2,2,M575,02M575,High School                        ,519,3,0,0,0,3,0,1:173
Manhattan,2,2,M580,02M580,High School                        ,499,3,0,0,0,3,0,1:166
Manhattan,2,2,M586,02M586,High School                        ,47,1,0,0,0,1,0,1:47
Manhattan,2,2,M600,02M600,High School                        ,1617,5,0,0,0,5,0,1:323
Manhattan,2,2,M605,02M605,High School                        ,190,0,0,0,0,0,0,0
Manhattan,2,2,M615,02M615,High School                        ,405,1,0,0,0,1,0,1:405
Manhattan,2,2,M630,02M630,High School                        ,1388,5,0,0,0,5,0,1:278
Manhattan,2,2,M655,02M655,Secondary School                   ,565,3,0,0,0,3,0,1:188
Manhattan,2,2,M896,02M896,Junior High-Intermediate-Middle    ,380,1,0,0,0,1,0,1:380
Manhattan,2,2,M933,02M933,Junior High-Intermediate-Middle    ,227,1,0,0,0,1,0,1:227
Manhattan,3,3,M009,03M009,Elementary                         ,568,0,0,0,0,0,0,0
Manhattan,3,3,M054,03M054,Junior High-Intermediate-Middle    ,835,2,0,0,0,2,0,1:418
Manhattan,3,3,M075,03M075,Elementary                         ,552,1,0,0,0,1,0,1:552
Manhattan,3,3,M076,03M076,K-8                                ,440,1,0,0,0,1,0,1:440
Manhattan,3,3,M084,03M084,Elementary                         ,508,1,0,0,0,1,0,1:508
Manhattan,3,3,M087,03M087,Elementary                         ,831,1,0,0,0,1,0,1:831
Manhattan,3,3,M145,03M145,Elementary                         ,290,1,0,0,0,1,0,1:290
Manhattan,3,3,M149,03M149,K-8                                ,219,1,0,0,0,1,0,1:219
Manhattan,3,3,M163,03M163,Elementary                         ,526,0,0,0,0,0,0,0
Manhattan,3,3,M165,03M165,K-8                                ,632,2,0,0,0,2,0,1:316
Manhattan,3,3,M166,03M166,Elementary                         ,611,1,0,0,0,1,0,1:611
Manhattan,3,3,M180,03M180,K-8                                ,491,2,0,0,0,2,0,1:246
Manhattan,3,3,M185,03M185,Early Childhood                    ,164,0,0,0,0,0,0,0
Manhattan,3,3,M191,03M191,K-8                                ,333,1,0,0,0,1,0,1:333
Manhattan,3,3,M199,03M199,Elementary                         ,867,0,0,0,0,0,0,0
Manhattan,3,3,M208,03M208,Elementary                         ,119,0,0,0,0,0,0,0
Manhattan,3,3,M241,03M241,Elementary                         ,119,0,0,0,0,0,0,0
Manhattan,3,3,M242,03M242,Elementary                         ,160,1,0,0,0,1,0,1:160
Manhattan,3,3,M243,03M243,Junior High-Intermediate-Middle    ,232,0,0,0,0,0,0,0
Manhattan,3,3,M245,03M245,Junior High-Intermediate-Middle    ,394,0,0,0,0,0,0,0
Manhattan,3,3,M247,03M247,Junior High-Intermediate-Middle    ,202,0,0,0,0,0,0,0
Manhattan,3,3,M250,03M250,Junior High-Intermediate-Middle    ,183,0,0,0,0,0,0,0
Manhattan,3,3,M256,03M256,Junior High-Intermediate-Middle    ,141,1,0,0,0,1,0,1:141
Manhattan,3,3,M258,03M258,Junior High-Intermediate-Middle    ,211,1,0,0,0,1,0,1:211
Manhattan,3,3,M291,03M291,Secondary School                   ,236,1,0,0,0,1,0,1:236
Manhattan,3,3,M299,03M299,High School                        ,402,2,0,0,0,2,0,1:201
Manhattan,3,3,M307,03M307,High School                        ,382,1,0,0,0,1,0,1:382
Manhattan,3,3,M333,03M333,K-8                                ,743,1,0,0,0,1,0,1:743
Manhattan,3,3,M334,03M334,K-8                                ,550,1,0,0,0,1,0,1:550
Manhattan,3,3,M402,03M402,High School                        ,284,1,0,0,0,1,0,1:284
Manhattan,3,3,M403,03M403,High School                        ,392,2,0,0,0,2,0,1:196
Manhattan,3,3,M404,03M404,High School                        ,112,1,0,0,0,1,0,1:112
Manhattan,3,3,M415,03M415,Secondary School                   ,278,2,0,0,0,2,0,1:139
Manhattan,3,3,M417,03M417,High School                        ,389,2,0,0,0,2,0,1:195
Manhattan,3,3,M421,03M421,Junior High-Intermediate-Middle    ,192,0,0,0,0,0,0,0
Manhattan,3,3,M452,03M452,Elementary                         ,310,1,0,0,0,1,0,1:310
Manhattan,3,2,M479,03M479,High School                        ,1277,2,0,0,0,2,0,1:639
Manhattan,3,3,M485,03M485,High School                        ,2652,6,0,0,0,6,0,1:442
Manhattan,3,3,M492,03M492,High School                        ,460,4,0,0,0,4,0,1:115
Manhattan,3,3,M494,03M494,High School                        ,491,3,0,0,0,3,0,1:164
Manhattan,3,3,M505,03M505,High School                        ,272,2,0,0,0,2,0,1:136
Manhattan,3,3,M541,03M541,High School                        ,445,1,1,0,1,2,0,1:445
Manhattan,3,3,M859,03M859,K-12 All Grades                    ,309,1,0,0,0,1,0,1:309
Manhattan,3,3,M860,03M860,Secondary School                   ,345,1,0,0,0,1,0,1:345
Manhattan,3,3,M862,03M862,Junior High-Intermediate-Middle    ,337,0,0,0,0,0,0,0
Manhattan,4,4,M007,04M007,K-8                                ,333,1,0,0,0,1,0,1:333
Manhattan,4,4,M012,04M012,K-8                                ,561,1,0,0,0,1,0,1:561
Manhattan,4,4,M037,04M037,Elementary                         ,161,0,0,0,0,0,0,0
Manhattan,4,4,M038,04M038,Elementary                         ,174,1,0,0,0,1,0,1:174
Manhattan,4,4,M050,04M050,K-8                                ,219,1,0,0,0,1,0,1:219
Manhattan,4,4,M057,04M057,K-8                                ,771,0,0,0,0,0,0,0
Manhattan,4,4,M072,04M072,K-8                                ,611,1,0,0,0,1,0,1:611
Manhattan,4,4,M083,04M083,Elementary                         ,424,0,0,0,0,0,0,0
Manhattan,4,4,M096,04M096,K-8                                ,413,1,0,0,0,1,0,1:413
Manhattan,4,4,M102,04M102,Elementary                         ,270,1,0,0,0,1,0,1:270
Manhattan,4,4,M108,04M108,K-8                                ,471,2,0,0,0,2,0,1:236
Manhattan,4,4,M112,04M112,Early Childhood                    ,292,0,0,0,0,0,0,0
Manhattan,4,4,M146,04M146,Elementary                         ,313,1,0,0,0,1,0,1:313
Manhattan,4,4,M155,04M155,Elementary                         ,274,1,0,0,0,1,0,1:274
Manhattan,4,4,M171,04M171,K-8                                ,701,1,0,0,0,1,0,1:701
Manhattan,4,4,M182,04M182,Elementary                         ,330,0,0,0,0,0,0,0
Manhattan,4,4,M206,04M206,K-8                                ,465,1,0,0,0,1,0,1:465
Manhattan,4,4,M224,04M224,Junior High-Intermediate-Middle    ,154,0,1,0,1,1,0,0
Manhattan,4,4,M372,04M372,Secondary School                   ,557,2,0,0,0,2,0,1:279
Manhattan,4,4,M375,04M375,Elementary                         ,262,1,0,0,0,1,0,1:262
Manhattan,4,4,M377,04M377,Junior High-Intermediate-Middle    ,136,0,0,0,0,0,0,0
Manhattan,4,4,M406,04M406,Junior High-Intermediate-Middle    ,128,1,0,0,0,1,0,1:128
Manhattan,4,4,M409,04M409,High School                        ,145,1,0,0,0,1,0,1:145
Manhattan,4,4,M435,04M435,High School                        ,1576,6,0,0,0,6,0,1:263
Manhattan,4,4,M495,04M495,High School                        ,409,1,0,0,0,1,0,1:409
Manhattan,4,4,M497,04M497,Elementary                         ,175,0,0,0,0,0,0,0
Manhattan,4,4,M555,04M555,High School                        ,468,1,0,0,0,1,0,1:468
Manhattan,4,4,M610,04M610,Secondary School                   ,480,1,0,0,0,1,0,1:480
Manhattan,4,4,M680,04M680,High School                        ,286,1,0,0,0,1,0,1:286
Manhattan,4,4,M825,04M825,Junior High-Intermediate-Middle    ,189,1,0,0,0,1,0,1:189
Manhattan,4,4,M964,04M964,K-8                                ,362,1,0,0,0,1,0,1:362
Manhattan,5,5,M030,05M030,Elementary                         ,234,2,0,0,0,2,0,1:117
Manhattan,5,5,M036,05M036,Elementary                         ,335,0,0,0,0,0,0,0
Manhattan,5,5,M046,05M046,K-8                                ,611,1,0,0,0,1,0,1:611
Manhattan,5,5,M092,05M092,Elementary                         ,238,0,0,0,0,0,0,0
Manhattan,5,5,M123,05M123,K-8                                ,426,1,0,0,0,1,0,1:426
Manhattan,5,5,M125,05M125,Elementary                         ,198,1,0,0,0,1,0,1:198
Manhattan,5,5,M129,05M129,K-8                                ,386,1,0,0,0,1,0,1:386
Manhattan,5,5,M133,05M133,Elementary                         ,179,1,0,0,0,1,0,1:179
Manhattan,5,5,M148,05M148,Secondary School                   ,260,1,0,0,0,1,1,1:260
Manhattan,5,5,M154,05M154,Elementary                         ,259,1,0,0,0,1,0,1:259
Manhattan,5,5,M157,05M157,High School                        ,226,1,0,0,0,1,0,1:226
Manhattan,5,5,M161,05M161,K-8                                ,793,2,0,0,0,2,0,1:397
Manhattan,5,5,M175,05M175,Elementary                         ,269,1,0,0,0,1,0,1:269
Manhattan,5,5,M194,05M194,Elementary                         ,161,1,0,0,0,1,0,1:161
Manhattan,5,5,M197,05M197,Elementary                         ,268,1,0,0,0,1,0,1:268
Manhattan,5,5,M200,05M200,Elementary                         ,370,1,0,0,0,1,0,1:370
Manhattan,5,5,M285,05M285,High School                        ,188,1,0,0,0,1,0,1:188
Manhattan,5,5,M286,05M286,Junior High-Intermediate-Middle    ,220,1,0,0,0,1,0,1:220
Manhattan,5,5,M302,05M302,Junior High-Intermediate-Middle    ,132,0,0,0,0,0,0,0
Manhattan,5,5,M304,05M304,High School                        ,327,1,0,0,0,1,0,1:327
Manhattan,5,5,M318,05M318,Elementary                         ,213,0,0,0,0,0,0,0
Manhattan,5,5,M362,05M362,Secondary School                   ,679,1,0,0,0,1,0,1:679
Manhattan,5,5,M367,05M367,High School                        ,104,1,0,0,0,1,0,1:104
Manhattan,5,5,M369,05M369,High School                        ,311,0,0,0,0,0,0,0
Manhattan,5,5,M499,05M499,Secondary School                   ,1321,4,0,0,0,4,0,1:330
Manhattan,5,5,M514,05M514,Junior High-Intermediate-Middle    ,153,0,0,0,0,0,0,0
Manhattan,5,5,M517,05M517,K-8                                ,244,1,0,0,0,1,0,1:244
Manhattan,5,5,M670,05M670,Secondary School                   ,526,2,0,0,0,2,0,1:263
Manhattan,5,5,M692,05M692,High School                        ,459,2,0,0,0,2,0,1:230
Manhattan,6,6,M004,06M004,Elementary                         ,568,1,0,0,0,1,0,1:568
Manhattan,6,6,M005,06M005,Elementary                         ,539,0,0,0,0,0,0,0
Manhattan,6,6,M008,06M008,Elementary                         ,494,2,0,0,0,2,0,1:247
Manhattan,6,6,M018,06M018,K-8                                ,344,1,0,0,0,1,0,1:344
Manhattan,6,6,M028,06M028,Elementary                         ,620,0,0,0,0,0,0,0
Manhattan,6,6,M048,06M048,Elementary                         ,529,0,0,0,0,0,0,0
Manhattan,6,6,M052,06M052,Junior High-Intermediate-Middle    ,316,2,0,0,0,2,0,1:158
Manhattan,6,6,M098,06M098,Elementary                         ,435,0,0,0,0,0,0,0
Manhattan,6,6,M103,06M103,Elementary                         ,271,0,0,0,0,0,0,0
Manhattan,6,6,M115,06M115,Elementary                         ,457,1,0,0,0,1,0,1:457
Manhattan,6,6,M128,06M128,Elementary                         ,528,1,0,0,0,1,0,1:528
Manhattan,6,6,M132,06M132,Elementary                         ,353,0,0,0,0,0,0,0
Manhattan,6,6,M143,06M143,Junior High-Intermediate-Middle    ,298,1,0,0,0,1,0,1:298
Manhattan,6,6,M152,06M152,Elementary                         ,524,0,0,0,0,0,0,0
Manhattan,6,6,M153,06M153,Elementary                         ,584,0,0,0,0,0,0,0
Manhattan,6,6,M173,06M173,Elementary                         ,471,1,0,0,0,1,0,1:471
Manhattan,6,6,M178,06M178,Elementary                         ,272,1,0,0,0,1,0,1:272
Manhattan,6,6,M187,06M187,K-8                                ,788,1,0,0,0,1,0,1:788
Manhattan,6,6,M189,06M189,Elementary                         ,811,1,0,0,0,1,0,1:811
Manhattan,6,6,M192,06M192,Elementary                         ,225,0,0,0,0,0,0,0
Manhattan,6,6,M209,06M209,Junior High-Intermediate-Middle    ,243,1,0,0,0,1,0,1:243
Manhattan,6,6,M210,06M210,K-8                                ,416,1,0,0,0,1,0,1:416
Manhattan,6,6,M211,06M211,High School                        ,273,1,0,0,0,1,0,1:273
Manhattan,6,6,M218,06M218,Junior High-Intermediate-Middle    ,183,2,0,0,0,2,0,1:92
Manhattan,6,6,M223,06M223,Junior High-Intermediate-Middle    ,283,1,0,0,0,1,0,1:283
Manhattan,6,6,M278,06M278,K-8                                ,545,1,0,0,0,1,0,1:545
Manhattan,6,6,M293,06M293,Secondary School                   ,588,2,0,0,0,2,0,1:294
Manhattan,6,6,M311,06M311,K-8                                ,418,2,0,0,0,2,0,1:209
Manhattan,6,6,M314,06M314,Elementary                         ,278,0,0,0,0,0,0,0
Manhattan,6,6,M319,06M319,Junior High-Intermediate-Middle    ,456,1,0,0,0,1,0,1:456
Manhattan,6,6,M322,06M322,Junior High-Intermediate-Middle    ,309,2,0,0,0,2,0,1:155
Manhattan,6,6,M324,06M324,Junior High-Intermediate-Middle    ,409,2,0,0,0,2,0,1:205
Manhattan,06,06,M325,06M325,Elementary                         ,185,0,0,0,0,0,0,0
Manhattan,6,6,M328,06M328,Junior High-Intermediate-Middle    ,224,1,0,0,0,1,0,1:224
Manhattan,6,6,M346,06M346,Secondary School                   ,651,3,0,0,0,3,0,1:217
Manhattan,6,6,M348,06M348,K-12 All Grades                    ,741,0,0,0,0,0,0,0
Manhattan,6,6,M349,06M349,Junior High-Intermediate-Middle    ,143,0,0,0,0,0,0,0
Manhattan,6,6,M366,06M366,K-8                                ,502,0,0,0,0,0,0,0
Manhattan,6,6,M368,06M368,Elementary                         ,194,0,0,0,0,0,0,0
Manhattan,6,6,M423,06M423,High School                        ,179,2,0,0,0,2,0,1:90
Manhattan,6,6,M462,06M462,High School                        ,400,2,0,0,0,2,0,1:200
Manhattan,6,6,M463,06M463,High School                        ,363,2,0,0,0,2,0,1:182
Manhattan,6,6,M467,06M467,High School                        ,534,3,0,0,0,3,0,1:178
Manhattan,6,6,M468,06M468,High School                        ,410,2,1,0,1,3,0,1:205
Manhattan,6,6,M513,06M513,Elementary                         ,199,0,0,0,0,0,0,0
Manhattan,6,6,M528,06M528,Junior High-Intermediate-Middle    ,193,0,0,0,0,0,0,0
Manhattan,6,6,M540,06M540,High School                        ,1289,5,0,0,0,5,0,1:258
Manhattan,6,6,M552,06M552,High School                        ,463,2,0,0,0,2,0,1:232
Bronx,7,7,X001,07X001,Elementary                         ,556,1,0,0,0,1,0,1:556
Bronx,7,7,X005,07X005,K-8                                ,652,1,0,0,0,1,0,1:652
Bronx,7,7,X018,07X018,Elementary                         ,523,1,0,0,0,1,0,1:523
Bronx,7,7,X025,07X025,Elementary                         ,441,0,0,0,0,0,0,0
Bronx,7,7,X029,07X029,K-8                                ,696,1,0,0,0,1,0,1:696
Bronx,7,7,X030,07X030,Elementary                         ,510,1,0,0,0,1,0,1:510
Bronx,7,7,X031,07X031,K-8                                ,638,0,0,0,0,0,0,0
Bronx,7,7,X043,07X043,Elementary                         ,415,1,0,0,0,1,0,1:415
Bronx,7,7,X049,07X049,Elementary                         ,572,1,0,0,0,1,0,1:572
Bronx,7,7,X065,07X065,Elementary                         ,358,1,0,0,0,1,0,1:358
Bronx,7,7,X151,07X151,Junior High-Intermediate-Middle    ,228,1,0,0,0,1,0,1:228
Bronx,7,7,X154,07X154,Elementary                         ,334,1,0,0,0,1,0,1:334
Bronx,7,7,X157,07X157,Elementary                         ,573,1,0,0,0,1,0,1:573
Bronx,7,7,X161,07X161,Elementary                         ,418,0,0,0,0,0,0,0
Bronx,07,07,X162,07X162,Junior High-Intermediate-Middle    ,362,1,0,0,0,1,0,1:362
Bronx,7,7,X179,07X179,Elementary                         ,305,0,0,0,0,0,0,0
Bronx,7,7,X221,07X221,Secondary School                   ,637,2,0,0,0,2,0,1:319
Bronx,7,7,X223,07X223,Secondary School                   ,682,1,0,0,0,1,0,1:682
Bronx,7,7,X224,07X224,Junior High-Intermediate-Middle    ,375,0,0,1,1,1,1,0
Bronx,7,7,X259,07X259,High School                        ,427,1,0,0,0,1,0,1:427
Bronx,7,7,X277,07X277,Elementary                         ,384,1,0,0,0,1,0,1:384
Bronx,7,7,X296,07X296,Junior High-Intermediate-Middle    ,273,1,0,0,0,1,0,1:273
