Borough,Admin District,Geographical District,Location Code,DBN,School Level ,Student Enrollment,Full Time Licensed PE Teachers,F Status PE Teachers*,Itinerant PE Teachers*,Sum of F Status and Itinerant*,Total Part Time and Full Time PE Teachers*,Shared PE teachers with another school*,Ratio of Full Time Licensed PE Teachers to Students*
Bronx,12,12,X316,12X316,Junior High-Intermediate-Middle    ,369,1,0,0,0,1,0,1:369
Bronx,12,12,X318,12X318,Junior High-Intermediate-Middle    ,272,1,0,0,0,1,0,1:272
Bronx,12,12,X321,12X321,High School                        ,103,1,0,0,0,1,0,1:103
Bronx,12,12,X341,12X341,Junior High-Intermediate-Middle    ,130,2,0,0,0,2,0,1:65
Bronx,12,12,X372,12X372,Secondary School                   ,523,2,0,0,0,2,0,1:262
Bronx,12,12,X383,12X383,Junior High-Intermediate-Middle    ,237,0,0,0,0,0,0,0
Bronx,12,12,X384,12X384,Junior High-Intermediate-Middle    ,251,1,0,0,0,1,0,1:251
Bronx,12,12,X388,12X388,High School                        ,415,3,0,0,0,3,0,1:138
Bronx,12,12,X446,12X446,High School                        ,120,1,0,0,0,1,0,1:120
Bronx,12,12,X458,12X458,Elementary                         ,125,0,0,0,0,0,0,0
Bronx,12,12,X463,12X463,Elementary                         ,241,0,0,0,0,0,0,0
Bronx,12,12,X478,12X478,High School                        ,302,2,0,0,0,2,0,1:151
Bronx,12,12,X479,12X479,High School                        ,245,1,0,0,0,1,0,1:245
Bronx,12,12,X480,12X480,High School                        ,138,1,0,0,0,1,0,1:138
Bronx,12,12,X511,12X511,High School                        ,352,2,0,0,0,2,0,1:176
Bronx,12,12,X521,12X521,High School                        ,376,2,0,0,0,2,0,1:188
Bronx,12,12,X531,12X531,Elementary                         ,440,0,0,0,0,0,0,0
Bronx,12,12,X536,12X536,Elementary                         ,401,0,0,0,0,0,0,0
Bronx,12,12,X550,12X550,High School                        ,400,2,0,0,0,2,0,1:200
Bronx,12,12,X682,12X682,High School                        ,418,1,0,0,0,1,0,1:418
Bronx,12,12,X684,12X684,High School                        ,419,2,0,0,0,2,0,1:210
Bronx,12,12,X691,12X691,Elementary                         ,285,0,0,0,0,0,0,0
Bronx,12,12,X692,12X692,High School                        ,283,1,0,0,0,1,0,1:283
Brooklyn,13,13,K003,13K003,Elementary                         ,343,1,0,0,0,1,0,1:343
Brooklyn,13,13,K008,13K008,K-8                                ,915,1,0,0,0,1,0,1:915
Brooklyn,13,13,K009,13K009,Elementary                         ,751,0,0,0,0,0,0,0
Brooklyn,13,13,K011,13K011,Elementary                         ,794,1,0,0,0,1,0,1:794
Brooklyn,13,13,K020,13K020,Elementary                         ,345,0,0,0,0,0,0,0
Brooklyn,13,13,K044,13K044,Elementary                         ,161,0,0,0,0,0,0,0
Brooklyn,13,13,K046,13K046,Elementary                         ,261,0,0,0,0,0,0,0
Brooklyn,13,13,K054,13K054,Elementary                         ,189,0,0,0,0,0,0,0
Brooklyn,13,13,K056,13K056,Elementary                         ,177,0,0,0,0,0,0,0
Brooklyn,13,13,K067,13K067,Elementary                         ,194,0,0,0,0,0,0,0
Brooklyn,13,13,K093,13K093,Elementary                         ,239,0,0,0,0,0,0,0
Brooklyn,13,13,K113,13K113,Junior High-Intermediate-Middle    ,309,1,0,0,0,1,0,1:309
Brooklyn,13,13,K133,13K133,Elementary                         ,651,0,0,0,0,0,0,0
Brooklyn,13,13,K256,13K256,Elementary                         ,223,0,0,0,0,0,0,0
Brooklyn,13,13,K265,13K265,Secondary School                   ,357,1,0,0,0,1,0,1:357
Brooklyn,13,13,K266,13K266,Junior High-Intermediate-Middle    ,156,1,0,0,0,1,0,1:156
Brooklyn,13,13,K270,13K270,Elementary                         ,108,1,0,0,0,1,0,1:108
Brooklyn,13,13,K282,13K282,K-8                                ,731,1,0,0,0,1,0,1:731
Brooklyn,13,13,K287,13K287,Elementary                         ,164,0,0,0,0,0,0,0
Brooklyn,13,13,K301,13K301,Junior High-Intermediate-Middle    ,104,1,0,0,0,1,0,1:104
Brooklyn,13,13,K305,13K305,Elementary                         ,122,0,0,0,0,0,0,0
Brooklyn,13,13,K307,13K307,Elementary                         ,309,1,0,0,0,1,0,1:309
Brooklyn,13,13,K313,13K313,Junior High-Intermediate-Middle    ,132,0,1,1,2,2,1,0
Brooklyn,13,13,K350,13K350,High School                        ,243,1,0,0,0,1,0,1:243
Brooklyn,13,13,K351,13K351,Junior High-Intermediate-Middle    ,136,1,0,0,0,1,0,1:136
Brooklyn,13,13,K412,13K412,High School                        ,383,1,0,0,0,1,0,1:383
Brooklyn,13,13,K419,13K419,High School                        ,506,3,0,0,0,3,0,1:169
Brooklyn,13,13,K430,13K430,High School                        ,5616,18,0,0,0,18,0,1:312
Brooklyn,13,13,K439,13K439,High School                        ,338,1,0,0,0,1,0,1:338
Brooklyn,13,13,K483,13K483,High School                        ,440,2,0,0,0,2,0,1:220
Brooklyn,13,13,K492,13K492,K-8                                ,511,1,0,0,0,1,0,1:511
Brooklyn,13,13,K499,13K499,High School                        ,219,2,0,0,0,2,0,1:110
Brooklyn,13,13,K527,13K527,Secondary School                   ,451,3,0,0,0,3,0,1:150
Brooklyn,13,13,K553,13K553,High School                        ,99,1,0,0,0,1,0,1:99
Brooklyn,13,13,K575,13K575,High School                        ,63,1,0,0,0,1,0,1:63
Brooklyn,13,13,K595,13K595,High School                        ,347,2,0,0,0,2,0,1:174
Brooklyn,13,13,K605,13K605,High School                        ,640,5,0,0,0,5,0,1:128
Brooklyn,13,13,K616,13K616,High School                        ,139,1,0,0,0,1,0,1:139
Brooklyn,13,13,K670,13K670,High School                        ,836,3,0,0,0,3,0,1:279
Brooklyn,13,13,K674,13K674,High School                        ,409,3,0,0,0,3,0,1:136
Brooklyn,13,13,K691,13K691,Junior High-Intermediate-Middle    ,197,1,0,0,0,1,0,1:197
Brooklyn,14,14,K016,14K016,Elementary                         ,212,1,0,0,0,1,0,1:212
Brooklyn,14,14,K017,14K017,Elementary                         ,259,0,0,0,0,0,0,0
Brooklyn,14,14,K018,14K018,Elementary                         ,154,0,0,0,0,0,0,0
Brooklyn,14,14,K023,14K023,Elementary                         ,254,1,0,0,0,1,0,1:254
Brooklyn,14,14,K031,14K031,Elementary                         ,493,0,1,0,1,1,0,0
Brooklyn,14,14,K034,14K034,Elementary                         ,441,1,0,0,0,1,0,1:441
Brooklyn,14,14,K050,14K050,Junior High-Intermediate-Middle    ,253,1,0,0,0,1,0,1:253
Brooklyn,14,14,K059,14K059,Elementary                         ,273,0,0,0,0,0,0,0
Brooklyn,14,14,K071,14K071,Secondary School                   ,552,4,0,0,0,4,0,1:138
Brooklyn,14,14,K084,14K084,K-8                                ,709,1,0,0,0,1,0,1:709
Brooklyn,14,14,K110,14K110,Elementary                         ,402,0,0,0,0,0,0,0
Brooklyn,14,14,K120,14K120,Elementary                         ,375,1,0,0,0,1,0,1:375
Brooklyn,14,14,K126,14K126,Junior High-Intermediate-Middle    ,374,1,0,0,0,1,0,1:374
Brooklyn,14,14,K132,14K132,Elementary                         ,607,0,0,0,0,0,0,0
Brooklyn,14,14,K147,14K147,Elementary                         ,252,0,0,0,0,0,0,0
Brooklyn,14,14,K157,14K157,K-8                                ,470,1,0,0,0,1,0,1:470
Brooklyn,14,14,K196,14K196,Elementary                         ,313,1,0,0,0,1,0,1:313
Brooklyn,14,14,K250,14K250,Elementary                         ,505,1,0,0,0,1,0,1:505
Brooklyn,14,14,K257,14K257,Elementary                         ,575,0,0,0,0,0,0,0
Brooklyn,14,14,K297,14K297,Elementary                         ,210,0,0,0,0,0,0,0
Brooklyn,14,14,K318,14K318,Junior High-Intermediate-Middle    ,1337,3,0,0,0,3,0,1:446
Brooklyn,14,14,K319,14K319,Early Childhood                    ,88,0,0,0,0,0,0,0
Brooklyn,14,14,K380,14K380,Elementary                         ,527,1,0,0,0,1,0,1:527
Brooklyn,14,14,K414,14K414,Elementary                         ,557,1,0,0,0,1,0,1:557
Brooklyn,14,14,K449,14K449,High School                        ,711,3,0,0,0,3,0,1:237
Brooklyn,14,14,K454,14K454,High School                        ,210,1,0,0,0,1,0,1:210
Brooklyn,14,14,K474,14K474,High School                        ,776,6,0,0,0,6,1,1:129
Brooklyn,14,14,K477,14K477,High School                        ,369,2,0,0,0,2,0,1:185
Brooklyn,14,14,K478,14K478,High School                        ,844,3,0,0,0,3,1,1:281
Brooklyn,14,14,K488,14K488,High School                        ,507,2,0,0,0,2,0,1:254
Brooklyn,14,14,K558,14K558,High School                        ,545,2,0,0,0,2,0,1:273
Brooklyn,14,14,K561,14K561,High School                        ,648,3,0,0,0,3,0,1:216
Brooklyn,14,14,K577,14K577,Junior High-Intermediate-Middle    ,501,2,0,0,0,2,0,1:251
Brooklyn,14,14,K582,14K582,Junior High-Intermediate-Middle    ,254,1,0,0,0,1,0,1:254
Brooklyn,14,14,K586,14K586,Secondary School                   ,472,1,0,0,0,1,0,1:472
Brooklyn,14,14,K610,14K610,High School                        ,291,2,0,0,0,2,0,1:146
Brooklyn,14,14,K614,14K614,Secondary School                   ,370,1,0,0,0,1,0,1:370
Brooklyn,14,14,K632,14K632,High School                        ,101,1,0,0,0,1,0,1:101
Brooklyn,14,14,K685,14K685,High School                        ,225,1,0,0,0,1,0,1:225
Brooklyn,15,15,K001,15K001,Elementary                         ,1157,0,0,0,0,0,0,0
Brooklyn,15,15,K010,15K010,Elementary                         ,908,1,0,0,0,1,0,1:908
Brooklyn,15,15,K015,15K015,Elementary                         ,357,0,0,0,0,0,0,0
Brooklyn,15,15,K024,15K024,Elementary                         ,599,0,0,0,0,0,0,0
Brooklyn,15,15,K029,15K029,Elementary                         ,890,1,0,0,0,1,0,1:890
Brooklyn,15,15,K032,15K032,Elementary                         ,463,1,0,0,0,1,0,1:463
Brooklyn,15,15,K038,15K038,Elementary                         ,438,0,0,0,0,0,0,0
Brooklyn,15,15,K039,15K039,Elementary                         ,386,0,0,0,0,0,0,0
Brooklyn,15,15,K051,15K051,Junior High-Intermediate-Middle    ,1117,2,0,0,0,2,0,1:559
Brooklyn,15,15,K058,15K058,Elementary                         ,911,0,0,0,0,0,0,0
Brooklyn,15,15,K088,15K088,Junior High-Intermediate-Middle    ,1277,4,0,0,0,4,0,1:319
Brooklyn,15,15,K094,15K094,Elementary                         ,1356,0,0,0,0,0,0,0
Brooklyn,15,15,K107,15K107,Elementary                         ,561,0,0,0,0,0,0,0
Brooklyn,15,15,K118,15K118,Elementary                         ,213,0,0,0,0,0,0,0
Brooklyn,15,15,K124,15K124,Elementary                         ,293,0,0,0,0,0,0,0
Brooklyn,15,15,K130,15K130,Elementary                         ,713,0,0,0,0,0,0,0
Brooklyn,15,15,K131,15K131,Elementary                         ,960,1,0,0,0,1,0,1:960
Brooklyn,15,15,K136,15K136,Junior High-Intermediate-Middle    ,462,2,0,0,0,2,0,1:231
Brooklyn,15,15,K146,15K146,Elementary                         ,602,1,0,0,0,1,0,1:602
Brooklyn,15,15,K154,15K154,Elementary                         ,523,0,0,0,0,0,0,0
Brooklyn,15,15,K169,15K169,Elementary                         ,1534,1,0,0,0,1,0,1:1534
Brooklyn,15,15,K172,15K172,Elementary                         ,544,1,0,0,0,1,0,1:544
Brooklyn,15,15,K230,15K230,Elementary                         ,1085,1,0,0,0,1,0,1:1085
Brooklyn,15,15,K261,15K261,Elementary                         ,720,1,0,0,0,1,0,1:720
Brooklyn,15,15,K295,15K295,Elementary                         ,413,0,2,0,2,2,0,0
Brooklyn,15,15,K321,15K321,Elementary                         ,1427,1,1,0,1,2,0,1:1427
Brooklyn,15,15,K423,15K423,High School                        ,123,1,0,0,0,1,0,1:123
Brooklyn,15,15,K429,15K429,Secondary School                   ,177,2,0,0,0,2,0,1:89
Brooklyn,15,15,K442,15K442,Junior High-Intermediate-Middle    ,206,1,0,0,0,1,0,1:206
Brooklyn,15,15,K443,15K443,Junior High-Intermediate-Middle    ,553,0,0,0,0,0,0,0
Brooklyn,15,15,K447,15K447,Junior High-Intermediate-Middle    ,515,2,0,0,0,2,0,1:258
Brooklyn,15,15,K448,15K448,Secondary School                   ,641,3,0,0,0,3,0,1:214
Brooklyn,15,15,K462,15K462,High School                        ,386,1,0,0,0,1,0,1:386
Brooklyn,15,15,K463,15K463,High School                        ,208,1,0,0,0,1,0,1:208
Brooklyn,15,15,K464,15K464,Secondary School                   ,572,3,0,0,0,3,0,1:191
Brooklyn,15,15,K497,15K497,Secondary School                   ,519,2,0,0,0,2,0,1:260
Brooklyn,15,15,K516,15K516,Elementary                         ,282,1,0,0,0,1,0,1:282
Brooklyn,15,15,K519,15K519,High School                        ,541,3,0,0,0,3,0,1:180
Brooklyn,15,15,K529,15K529,High School                        ,145,1,0,0,0,1,0,1:145
Brooklyn,15,15,K592,15K592,High School                        ,243,2,1,0,1,3,0,1:122
Brooklyn,15,15,K656,15K656,High School                        ,833,4,0,0,0,4,0,1:208
Brooklyn,15,15,K667,15K667,High School                        ,1175,10,0,0,0,10,0,1:118
Brooklyn,15,15,K676,15K676,Elementary                         ,163,0,0,0,0,0,0,0
Brooklyn,15,15,K684,15K684,High School                        ,651,4,0,0,0,4,0,1:163
Brooklyn,15,15,K698,15K698,High School                        ,143,1,0,0,0,1,0,1:143
Brooklyn,15,15,K821,15K821,Junior High-Intermediate-Middle    ,491,2,0,0,0,2,0,1:246
Brooklyn,15,15,K839,15K839,Junior High-Intermediate-Middle    ,206,1,0,0,0,1,0,1:206
Brooklyn,16,16,K005,16K005,Elementary                         ,173,1,0,0,0,1,0,1:173
Brooklyn,16,16,K021,16K021,Elementary                         ,517,0,0,0,0,0,0,0
Brooklyn,16,16,K025,16K025,Elementary                         ,101,0,0,0,0,0,0,0
Brooklyn,16,16,K026,16K026,Elementary                         ,170,0,0,0,0,0,0,0
Brooklyn,16,16,K028,16K028,Elementary                         ,138,1,0,0,0,1,0,1:138
Brooklyn,16,16,K035,16K035,Junior High-Intermediate-Middle    ,168,1,0,0,0,1,0,1:168
Brooklyn,16,16,K040,16K040,Elementary                         ,255,0,0,0,0,0,0,0
Brooklyn,16,16,K057,16K057,Junior High-Intermediate-Middle    ,201,1,0,0,0,1,0,1:201
Brooklyn,16,16,K081,16K081,Elementary                         ,261,0,0,0,0,0,0,0
Brooklyn,16,16,K243,16K243,Elementary                         ,202,1,0,0,0,1,0,1:202
Brooklyn,16,16,K262,16K262,K-8                                ,341,1,0,0,0,1,0,1:341
Brooklyn,16,16,K267,16K267,Junior High-Intermediate-Middle    ,139,0,0,0,0,0,0,0
Brooklyn,16,16,K308,16K308,K-8                                ,277,1,0,0,0,1,0,1:277
Brooklyn,16,16,K309,16K309,Elementary                         ,158,1,0,0,0,1,0,1:158
Brooklyn,16,16,K335,16K335,Elementary                         ,245,1,0,0,0,1,0,1:245
Brooklyn,16,16,K393,16K393,High School                        ,47,1,0,0,0,1,0,1:47
Brooklyn,16,16,K455,16K455,High School                        ,354,2,1,0,1,3,0,1:177
Brooklyn,16,16,K498,16K498,High School                        ,594,2,0,0,0,2,0,1:297
Brooklyn,16,16,K584,16K584,Junior High-Intermediate-Middle    ,68,1,0,0,0,1,0,1:68
Brooklyn,16,16,K594,16K594,High School                        ,173,1,0,0,0,1,0,1:173
Brooklyn,16,16,K627,16K627,Elementary                         ,242,1,0,0,0,1,0,1:242
Brooklyn,16,16,K628,16K628,Elementary                         ,200,0,0,0,0,0,0,0
Brooklyn,16,16,K669,16K669,High School                        ,142,1,0,0,0,1,0,1:142
Brooklyn,16,16,K681,16K681,Junior High-Intermediate-Middle    ,127,1,0,0,0,1,0,1:127
Brooklyn,16,16,K688,16K688,High School                        ,99,1,0,0,0,1,0,1:99
Brooklyn,16,16,K765,16K765,High School                        ,226,1,1,0,1,2,0,1:226
Brooklyn,17,17,K002,17K002,Junior High-Intermediate-Middle    ,487,1,0,0,0,1,0,1:487
Brooklyn,17,17,K006,17K006,Elementary                         ,684,1,0,0,0,1,0,1:684
Brooklyn,17,23,K012,17K012,Elementary                         ,202,1,0,0,0,1,0,1:202
Brooklyn,17,17,K061,17K061,Junior High-Intermediate-Middle    ,851,2,0,0,0,2,0,1:426
Brooklyn,17,17,K091,17K091,Elementary                         ,271,2,0,0,0,2,0,1:136
Brooklyn,17,17,K092,17K092,Elementary                         ,402,0,0,0,0,0,0,0
Brooklyn,17,17,K122,17K122,High School                        ,542,2,0,1,1,3,1,1:271
Brooklyn,17,17,K138,17K138,K-8                                ,535,1,0,0,0,1,0,1:535
Brooklyn,17,17,K161,17K161,Elementary                         ,330,0,0,0,0,0,0,0
Brooklyn,17,17,K181,17K181,K-8                                ,722,2,0,0,0,2,0,1:361
Brooklyn,17,17,K189,17K189,K-8                                ,1001,1,0,0,0,1,0,1:1001
Brooklyn,17,17,K191,17K191,Elementary                         ,154,1,0,0,0,1,0,1:154
Brooklyn,17,17,K221,17K221,Elementary                         ,308,0,0,0,0,0,0,0
Brooklyn,17,17,K241,17K241,Elementary                         ,462,1,0,0,0,1,0,1:462
Brooklyn,17,17,K246,17K246,Junior High-Intermediate-Middle    ,407,1,0,0,0,1,0,1:407
Brooklyn,17,17,K249,17K249,Elementary                         ,837,1,0,0,0,1,0,1:837
Brooklyn,17,17,K289,17K289,Elementary                         ,340,0,0,0,0,0,0,0
Brooklyn,17,17,K316,17K316,Elementary                         ,423,1,0,0,0,1,0,1:423
Brooklyn,17,13,K340,17K340,Junior High-Intermediate-Middle    ,241,1,0,0,0,1,0,1:241
Brooklyn,17,17,K352,17K352,Junior High-Intermediate-Middle    ,161,1,0,0,0,1,0,1:161
Brooklyn,17,17,K353,17K353,Junior High-Intermediate-Middle    ,158,1,0,0,0,1,0,1:158
Brooklyn,17,17,K354,17K354,Junior High-Intermediate-Middle    ,196,2,0,0,0,2,0,1:98
Brooklyn,17,17,K375,17K375,Elementary                         ,378,0,0,0,0,0,0,0
Brooklyn,17,17,K382,17K382,Secondary School                   ,358,3,0,0,0,3,0,1:119
Brooklyn,17,17,K394,17K394,K-8                                ,453,1,0,0,0,1,0,1:453
Brooklyn,17,17,K397,17K397,Elementary                         ,177,0,0,0,0,0,0,0
Brooklyn,17,17,K398,17K398,Elementary                         ,274,0,0,0,0,0,0,0
Brooklyn,17,17,K399,17K399,Elementary                         ,416,1,0,0,0,1,0,1:416
Brooklyn,17,17,K408,17K408,High School                        ,152,1,0,0,0,1,0,1:152
Brooklyn,17,23,K484,17K484,Junior High-Intermediate-Middle    ,130,1,0,0,0,1,0,1:130
Brooklyn,17,17,K489,17K489,High School                        ,68,1,0,0,0,1,0,1:68
Brooklyn,17,17,K524,17K524,High School                        ,390,2,0,0,0,2,0,1:195
Brooklyn,17,17,K528,17K528,High School                        ,185,1,0,0,0,1,0,1:185
Brooklyn,17,17,K531,17K531,Secondary School                   ,336,2,0,0,0,2,0,1:168
Brooklyn,17,17,K532,17K532,Elementary                         ,389,1,0,0,0,1,0,1:389
Brooklyn,17,17,K533,17K533,Secondary School                   ,197,2,0,0,0,2,0,1:99
Brooklyn,17,17,K537,17K537,High School                        ,389,1,0,0,0,1,0,1:389
Brooklyn,17,17,K539,17K539,High School                        ,332,2,0,0,0,2,0,1:166
Brooklyn,17,17,K543,17K543,Secondary School                   ,541,2,0,0,0,2,0,1:271
Brooklyn,17,17,K546,17K546,High School                        ,440,2,0,0,0,2,0,1:220
Brooklyn,17,17,K547,17K547,High School                        ,344,3,0,0,0,3,0,1:115
Brooklyn,17,17,K548,17K548,High School                        ,283,1,0,0,0,1,0,1:283
Brooklyn,17,17,K568,17K568,High School                        ,103,1,0,0,0,1,0,1:103
Brooklyn,17,17,K590,17K590,Secondary School                   ,1201,3,0,0,0,3,0,1:400
Brooklyn,17,17,K600,17K600,High School                        ,1168,6,0,0,0,6,0,1:195
Brooklyn,17,17,K705,17K705,Elementary                         ,310,1,0,0,0,1,0,1:310
Brooklyn,17,17,K722,17K722,Junior High-Intermediate-Middle    ,239,1,0,0,0,1,0,1:239
Brooklyn,17,17,K745,17K745,High School                        ,344,2,0,0,0,2,0,1:172
Brooklyn,17,17,K751,17K751,High School                        ,356,1,0,1,1,2,1,1:356
Brooklyn,17,17,K770,17K770,Elementary                         ,231,1,0,0,0,1,0,1:231
Brooklyn,18,18,K066,18K066,K-8                                ,772,1,1,0,1,2,0,1:772
Brooklyn,18,18,K068,18K068,Junior High-Intermediate-Middle    ,378,1,0,0,0,1,0,1:378
Brooklyn,18,18,K114,18K114,Elementary                         ,450,0,0,0,0,0,0,0
Brooklyn,18,18,K115,18K115,Elementary                         ,872,0,0,0,0,0,0,0
Brooklyn,18,18,K135,18K135,Elementary                         ,553,0,0,0,0,0,0,0
Brooklyn,18,18,K208,18K208,Elementary                         ,380,0,0,0,0,0,0,0
Brooklyn,18,18,K211,18K211,Junior High-Intermediate-Middle    ,508,2,0,0,0,2,0,1:254
Brooklyn,18,18,K219,18K219,Elementary                         ,434,0,0,0,0,0,0,0
Brooklyn,18,18,K233,18K233,Elementary                         ,403,0,0,0,0,0,0,0
Brooklyn,18,18,K235,18K235,K-8                                ,1202,2,0,0,0,2,0,1:601
Brooklyn,18,18,K244,18K244,Elementary                         ,500,0,0,0,0,0,0,0
Brooklyn,18,18,K268,18K268,Elementary                         ,358,0,0,0,0,0,0,0
Brooklyn,18,18,K272,18K272,Elementary                         ,393,0,0,0,0,0,0,0
Brooklyn,18,18,K276,18K276,Elementary                         ,548,0,0,0,0,0,0,0
Brooklyn,18,18,K279,18K279,Elementary                         ,385,0,0,0,0,0,0,0
Brooklyn,18,18,K285,18K285,Junior High-Intermediate-Middle    ,634,1,0,0,0,1,0,1:634
Brooklyn,18,18,K366,18K366,Junior High-Intermediate-Middle    ,420,1,0,0,0,1,0,1:420
Brooklyn,18,18,K563,18K563,High School                        ,681,4,1,0,1,5,0,1:170
Brooklyn,18,18,K566,18K566,High School                        ,201,2,0,0,0,2,0,1:101
Brooklyn,18,18,K567,18K567,High School                        ,333,1,0,0,0,1,0,1:333
Brooklyn,18,18,K569,18K569,High School                        ,351,2,0,0,0,2,0,1:176
Brooklyn,18,18,K576,18K576,High School                        ,313,2,0,0,0,2,0,1:157
Brooklyn,18,18,K578,18K578,High School                        ,127,1,0,0,0,1,0,1:127
Brooklyn,18,18,K581,18K581,Junior High-Intermediate-Middle    ,119,1,0,0,0,1,0,1:119
Brooklyn,18,18,K588,18K588,Junior High-Intermediate-Middle    ,182,1,0,0,0,1,0,1:182
Brooklyn,18,18,K589,18K589,High School                        ,155,1,0,0,0,1,0,1:155
Brooklyn,18,18,K598,18K598,Junior High-Intermediate-Middle    ,152,1,0,0,0,1,0,1:152
Brooklyn,18,18,K617,18K617,High School                        ,258,2,0,0,0,2,0,1:129
Brooklyn,18,18,K629,18K629,High School                        ,304,2,0,0,0,2,0,1:152
Brooklyn,18,18,K633,18K633,High School                        ,410,3,0,0,0,3,0,1:137
Brooklyn,18,18,K635,18K635,High School                        ,158,1,0,0,0,1,0,1:158
Brooklyn,18,18,K637,18K637,High School                        ,248,2,0,0,0,2,0,1:124
Brooklyn,18,18,K642,18K642,High School                        ,274,2,0,0,0,2,1,1:137
Brooklyn,18,18,K673,18K673,High School                        ,132,1,0,0,0,1,0,1:132
Brooklyn,18,18,K763,18K763,Junior High-Intermediate-Middle    ,222,1,0,0,0,1,0,1:222
Brooklyn,19,19,K007,19K007,Elementary                         ,841,0,0,0,0,0,0,0
Brooklyn,19,19,K013,19K013,Elementary                         ,405,0,0,0,0,0,0,0
Brooklyn,19,19,K065,19K065,Elementary                         ,601,1,0,0,0,1,0,1:601
Brooklyn,19,19,K089,19K089,K-8                                ,432,1,0,0,0,1,0,1:432
Brooklyn,19,19,K108,19K108,Elementary                         ,839,0,0,0,0,0,0,0
Brooklyn,19,19,K149,19K149,Elementary                         ,601,1,0,0,0,1,0,1:601
Brooklyn,19,19,K158,19K158,Elementary                         ,527,0,0,0,0,0,0,0
Brooklyn,19,19,K159,19K159,Elementary                         ,782,1,0,0,0,1,0,1:782
Brooklyn,19,19,K171,19K171,Junior High-Intermediate-Middle    ,426,1,0,0,0,1,0,1:426
Brooklyn,19,19,K190,19K190,Elementary                         ,133,0,0,0,0,0,0,0
Brooklyn,19,19,K202,19K202,Elementary                         ,404,1,0,0,0,1,0,1:404
Brooklyn,19,19,K213,19K213,Elementary                         ,266,1,0,0,0,1,0,1:266
Brooklyn,19,19,K214,19K214,Elementary                         ,792,0,0,0,0,0,0,0
Brooklyn,19,19,K218,19K218,Junior High-Intermediate-Middle    ,369,2,0,0,0,2,0,1:185
Brooklyn,19,19,K224,19K224,Elementary                         ,361,1,0,0,0,1,0,1:361
Brooklyn,19,19,K273,19K273,Elementary                         ,288,1,0,0,0,1,0,1:288
Brooklyn,19,19,K290,19K290,Elementary                         ,487,1,0,0,0,1,0,1:487
Brooklyn,19,19,K292,19K292,Junior High-Intermediate-Middle    ,533,2,0,0,0,2,0,1:267
Brooklyn,19,19,K306,19K306,K-8                                ,434,2,0,0,0,2,0,1:217
Brooklyn,19,19,K311,19K311,Junior High-Intermediate-Middle    ,102,1,0,0,0,1,0,1:102
Brooklyn,19,19,K325,19K325,Elementary                         ,199,1,0,0,0,1,0,1:199
Brooklyn,19,19,K328,19K328,Elementary                         ,199,0,0,0,0,0,0,0
Brooklyn,19,19,K345,19K345,Elementary                         ,553,0,0,0,0,0,0,0
Brooklyn,19,19,K346,19K346,Elementary                         ,560,2,0,0,0,2,0,1:280
Brooklyn,19,19,K364,19K364,Junior High-Intermediate-Middle    ,306,2,0,0,0,2,0,1:153
Brooklyn,19,19,K404,19K404,Secondary School                   ,540,2,0,0,0,2,0,1:270
Brooklyn,19,19,K409,19K409,Secondary School                   ,492,1,0,0,0,1,0,1:492
Brooklyn,19,19,K422,19K422,Secondary School                   ,382,3,0,0,0,3,0,1:127
Brooklyn,19,19,K452,19K452,Junior High-Intermediate-Middle    ,314,1,0,0,0,1,0,1:314
Brooklyn,19,19,K502,19K502,High School                        ,304,1,0,0,0,1,0,1:304
Brooklyn,19,19,K504,19K504,High School                        ,238,1,0,0,0,1,0,1:238
Brooklyn,19,19,K507,19K507,High School                        ,416,2,0,0,0,2,0,1:208
Brooklyn,19,19,K510,19K510,High School                        ,221,1,0,0,0,1,0,1:221
Brooklyn,19,19,K557,19K557,Elementary                         ,280,1,0,0,0,1,0,1:280
Brooklyn,19,19,K583,19K583,High School                        ,188,1,0,1,1,2,1,1:188
Brooklyn,19,19,K615,19K615,High School                        ,754,4,0,0,0,4,0,1:189
Brooklyn,19,19,K618,19K618,High School                        ,375,2,0,0,0,2,0,1:188
Brooklyn,19,19,K639,19K639,High School                        ,269,1,0,1,1,2,1,1:269
Brooklyn,19,19,K654,19K654,Junior High-Intermediate-Middle    ,283,0,0,0,0,0,0,0
Brooklyn,19,19,K659,19K659,High School                        ,197,3,0,0,0,3,0,1:66
Brooklyn,19,19,K660,19K660,High School                        ,385,4,0,0,0,4,0,1:96
Brooklyn,19,19,K661,19K661,Junior High-Intermediate-Middle    ,374,1,0,0,0,1,0,1:374
Brooklyn,19,19,K662,19K662,Junior High-Intermediate-Middle    ,430,2,0,0,0,2,0,1:215
Brooklyn,19,19,K663,19K663,Junior High-Intermediate-Middle    ,136,1,0,0,0,1,0,1:136
Brooklyn,19,19,K677,19K677,Elementary                         ,478,1,0,0,0,1,0,1:478
Brooklyn,19,19,K678,19K678,Junior High-Intermediate-Middle    ,241,1,0,0,0,1,0,1:241
Brooklyn,19,19,K683,19K683,High School                        ,285,2,0,0,0,2,0,1:143
Brooklyn,19,19,K760,19K760,Junior High-Intermediate-Middle    ,290,2,0,0,0,2,0,1:145
Brooklyn,19,19,K764,19K764,High School                        ,211,0,0,2,2,2,1,0
Brooklyn,20,20,K030,20K030,K-8                                ,767,3,0,0,0,3,0,1:256
