air/lead_daily_summary.o3_AQI,air/lead_daily_summary.f0_,air/lead_daily_summary.f1_,air/lead_daily_summary.f2_,air/lead_daily_summary.f3_,air/lead_daily_summary.f4_,air/lead_daily_summary.f5_,air/lead_daily_summary.f6_,Day
,0.943942105263158,0.0,1.0,100.0,Missouri,Iron,Not in a city,2000-06-08
,0.644,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1987-09-14
,0.2058814338235294,0.0128676470588235,1.0,100.0,North Dakota,Cass,Fargo,1983-04-18
,0.3160025404157043,0.0207852193995381,1.0,100.0,Idaho,Ada,Boise (corporate name Boise City),1984-08-28
,0.7089047619047619,0.0,1.0,100.0,Maine,York,Saco,1990-11-17
,0.005,0.0,1.0,100.0,Texas,Dallas,Dallas,2000-12-13
,1.0243333333333335,0.0,1.0,100.0,Missouri,Iron,Not in a city,1992-03-28
,0.0165,0.0,1.0,100.0,Missouri,Iron,Not in a city,2019-02-09
,1.954842105263158,0.0,1.0,100.0,Missouri,Iron,Not in a city,1995-09-27
,0.2367999999999999,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2012-12-09
,0.82475,0.0,1.0,100.0,Indiana,Delaware,Muncie,2009-05-21
,0.0156666666666666,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2015-11-13
,0.3812,1.0666666666666669,1.0,100.0,Pennsylvania,Berks,Laureldale,1986-07-23
,2.984117647058823,0.0,1.0,100.0,Missouri,Iron,Not in a city,1993-09-02
,0.373235294117647,0.0,1.0,100.0,Indiana,Lake,Gary,1986-02-21
,0.038,0.0,1.0,100.0,Texas,Dallas,Dallas,2002-05-31
,0.1872,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2008-08-09
,0.045,0.0,1.0,100.0,California,Alameda,Livermore,1989-03-06
,0.4342499999999999,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2014-05-19
,0.2571836111111111,0.0,1.0,100.0,Illinois,Cook,Chicago,1989-11-18
,0.0247499999999999,0.0,1.0,100.0,Missouri,Iron,Not in a city,2021-05-02
,0.02255,0.0,1.0,100.0,Missouri,Iron,Not in a city,2021-07-13
,0.2043615606936417,0.0,1.0,100.0,Illinois,Cook,Chicago,1989-12-24
,0.0848951456310678,0.0258899676375404,1.0,100.0,Illinois,Cook,Chicago,1997-02-03
,0.2056153846153846,0.0,1.0,100.0,Ohio,Logan,Bellefontaine,1986-10-30
,0.1232714285714285,0.0,1.0,100.0,Texas,Dallas,Dallas,2002-10-07
,0.096,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2015-10-20
,0.5314705882352943,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1996-06-04
,0.168416766467066,0.0,1.0,100.0,Illinois,Cook,Chicago,1990-02-10
,2.273696,0.0,1.0,100.0,Missouri,Iron,Not in a city,1994-03-12
,0.04,0.0,1.0,100.0,Texas,Dallas,Dallas,2000-11-19
,0.3742105263157894,0.0,1.0,100.0,Missouri,Iron,Not in a city,1999-03-04
,0.4277777777777777,0.0,1.0,100.0,Indiana,Delaware,Muncie,2008-01-23
,0.5790909090909091,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1989-06-11
,0.1143333333333333,0.0,1.0,100.0,Illinois,Cook,Chicago,2009-06-12
,0.1720714285714286,0.0,1.0,100.0,Texas,Dallas,Dallas,2002-07-21
,0.1024316546762589,0.5179856115107916,1.0,100.0,New Hampshire,Coos,Berlin,1986-09-01
,0.4271428571428572,0.0,1.0,100.0,Texas,Dallas,Dallas,1988-11-12
,0.0106007999999999,0.092,1.0,100.0,Idaho,Ada,Not in a city,2016-03-19
,0.2041,0.0,1.0,100.0,Indiana,Allen,Not in a city,1994-10-06
,0.0168336571428571,0.0,1.0,100.0,Illinois,Cook,Chicago,2021-06-15
,0.2987499999999999,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1998-02-14
,0.256725,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1987-12-31
,0.009835294117647,0.0,1.0,100.0,Ohio,Marion,Marion,2017-01-10
,0.0424,0.0,1.0,100.0,Missouri,Iron,Not in a city,2018-12-29
,0.3583333333333333,0.0,1.0,100.0,Maine,York,Biddeford (RR name Biddeford-Saco),1990-01-16
