DBN,sch_type,location,enrollment,borough,principal,studentsurvey,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_10,com_p_10,eng_p_10,aca_p_10,saf_t_10,com_t_10,eng_t_10,aca_t_10,saf_s_10,com_s_10,eng_s_10,aca_s_10,saf_tot_10,com_tot_10,eng_tot_10,aca_tot_10,p_q2i,p_q7a,p_q7b,p_q7c,p_q7d,p_q8a,p_q8b,p_q8c,p_q8d,p_q8e,p_q8f,p_q2b,p_q2d,p_q2f,p_q2g,p_q2h,p_q3a,p_q3b,p_q4b,p_q4c,p_q11c,p_q2a,p_q2c,p_q2e,p_q3c,p_q6,p_q11d,p_q11e,p_q5,p_q4a,p_q4d,p_q4e,p_q11a,p_q11b,p_q11f,p_q1,p_q3d,p_q9,p_q10,p_q12aa,p_q12ab,p_q12ac,p_q12ad,p_q12ba,p_q12bb,p_q12bc,p_q12bd,p_q1_1,p_q1_2,p_q1_3,p_q1_4,p_q1_5,p_q1_6,p_q1_7,p_q1_8,p_q1_9,p_q1_10,p_q1_11,p_q1_12,p_q1_13,p_q1_14,p_q2a_1,p_q2a_2,p_q2a_3,p_q2a_4,p_q2a_5,p_q2b_1,p_q2b_2,p_q2b_3,p_q2b_4,p_q2b_5,p_q2c_1,p_q2c_2,p_q2c_3,p_q2c_4,p_q2c_5,p_q2d_1,p_q2d_2,p_q2d_3,p_q2d_4,p_q2d_5,p_q2e_1,p_q2e_2,p_q2e_3,p_q2e_4,p_q2e_5,p_q2f_1,p_q2f_2,p_q2f_3,p_q2f_4,p_q2f_5,p_q2g_1,p_q2g_2,p_q2g_3,p_q2g_4,p_q2g_5,p_q2h_1,p_q2h_2,p_q2h_3,p_q2h_4,p_q2h_5,p_q2i_1,p_q2i_2,p_q2i_3,p_q2i_4,p_q2i_5,p_q3a_1,p_q3a_2,p_q3a_3,p_q3a_4,p_q3a_5,p_q3b_1,p_q3b_2,p_q3b_3,p_q3b_4,p_q3b_5,p_q3c_1,p_q3c_2,p_q3c_3,p_q3c_4,p_q3c_5,p_q3d_1,p_q3d_2,p_q3d_3,p_q3d_4,p_q3d_5,p_q4a_1,p_q4a_2,p_q4a_3,p_q4a_4,p_q4a_5,p_q4b_1,p_q4b_2,p_q4b_3,p_q4b_4,p_q4b_5,p_q4c_1,p_q4c_2,p_q4c_3,p_q4c_4,p_q4c_5,p_q4d_1,p_q4d_2,p_q4d_3,p_q4d_4,p_q4d_5,p_q4e_1,p_q4e_2,p_q4e_3,p_q4e_4,p_q4e_5,p_q5a,p_q5b,p_q5c,p_q5d,p_q5e,p_q5f,p_q5g,p_q5h,p_q5i,p_q5j,p_q6_1,p_q6_2,p_q6_3,p_q6_4,p_q6_5,p_q7a_1,p_q7a_2,p_q7a_3,p_q7a_4,p_q7a_5,p_q7b_1,p_q7b_2,p_q7b_3,p_q7b_4,p_q7b_5,p_q7c_1,p_q7c_2,p_q7c_3,p_q7c_4,p_q7c_5,p_q7d_1,p_q7d_2,p_q7d_3,p_q7d_4,p_q7d_5,p_q8a_1,p_q8a_2,p_q8a_3,p_q8a_4,p_q8a_5,p_q8b_1,p_q8b_2,p_q8b_3,p_q8b_4,p_q8b_5,p_q8c_1,p_q8c_2,p_q8c_3,p_q8c_4,p_q8c_5,p_q8d_1,p_q8d_2,p_q8d_3,p_q8d_4,p_q8d_5,p_q8e_1,p_q8e_2,p_q8e_3,p_q8e_4,p_q8e_5,p_q8f_1,p_q8f_2,p_q8f_3,p_q8f_4,p_q8f_5,p_q9_1,p_q9_2,p_q9_3,p_q9_4,p_q9_5,p_q9_6,p_q9_7,p_q9_8,p_q9_9,p_q9_10,p_q10a,p_q10b,p_q10c,p_q10d,p_q10e,p_q10f,p_q10g,p_q10h,p_q10i,p_q10j,p_q10k,p_q10l,p_q11a_1,p_q11a_2,p_q11a_3,p_q11a_4,p_q11b_1,p_q11b_2,p_q11b_3,p_q11b_4,p_q11c_1,p_q11c_2,p_q11c_3,p_q11c_4,p_q11d_1,p_q11d_2,p_q11d_3,p_q11d_4,p_q11e_1,p_q11e_2,p_q11e_3,p_q11e_4,p_q11f_1,p_q11f_2,p_q11f_3,p_q11f_4,p_q12aa_1,p_q12aa_2,p_q12aa_3,p_q12aa_4,p_q12aa_5,p_q12ab_1
19K158,Elementary School,P.S. 158 Warwick,573,BROOKLYN,Audrey Wilson,No,,92,65,,49,305,,53,471,9.1,8.4,8.5,8.9,7.7,7.3,7.9,8.3,,,,,8.4,7.9,8.2,8.6,8.3,8.9,8.7,8.5,8.6,8.1,9.4,9.7,9.6,9.9,9.9,8.1,8.7,8.5,8.4,8.2,8.2,7.7,8.8,9.1,8.6,8.7,8.3,8.2,9,8.1,8.6,8.6,8.1,8.9,8.9,NA,9.1,8.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19,14,18,18,12,15,1,0,0,0,0,0,0,64,34,1,0,0,52,41,4,2,0,54,41,5,0,0,63,35,1,1,0,39,38,2,0,21,58,39,1,1,1,56,38,3,1,2,53,41,5,1,0,53,40,3,1,3,54,28,12,4,3,46,33,13,4,5,52,31,11,3,3,49,26,17,6,1,63,32,2,0,2,59,39,1,1,1,68,30,1,0,1,63,34,2,0,2,NA,NA,NA,NA,NA,53,46,50,8,4,40,11,52,8,22,47,42,6,2,3,63,34,2,0,1,56,41,2,1,0,55,38,2,2,3,61,35,2,0,2,46,25,4,4,21,70,9,0,1,19,77,2,0,2,19,73,5,0,2,21,82,1,1,0,16,81,1,1,0,17,9,16,13,9,12,6,3,15,17,1,57,23,3,59,3,7,71,8,6,48,3,0,73,26,1,0,63,34,3,0,63,33,3,1,61,36,3,0,60,37,2,0,64,32,3,0,39,43,6,2,10,36
19K159,Elementary School,P.S. 159 Isaac Pitkin,906,BROOKLYN,Monica Duncan,No,,93,58,,71,416,,76,721,8.6,7.8,7.9,8.2,7.7,7.4,7.4,7.7,,,,,8.1,7.6,7.6,8,7.6,8.4,8.2,8,8,7,9.2,9.5,9,9.9,9.8,7.9,8.2,8.2,8,7.7,7.3,6.7,8.3,8.6,7.7,8.4,7.9,7.4,7.7,7.5,7.7,7.9,8.4,8.4,8.2,NA,8.6,7.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,16,11,17,19,19,0,0,0,0,0,0,0,52,47,1,0,0,41,56,3,0,0,41,55,3,0,2,50,47,2,1,0,22,41,6,0,30,49,47,4,0,0,42,48,3,1,6,39,50,9,1,1,37,49,7,2,6,39,32,16,8,6,32,29,23,10,7,31,31,25,6,7,33,27,27,10,3,47,47,5,0,2,41,55,4,0,0,49,47,2,0,1,44,46,5,0,4,NA,NA,NA,NA,NA,41,41,16,29,5,56,17,44,8,33,29,54,10,2,5,39,57,0,0,3,36,59,4,0,1,35,55,3,1,6,38,56,1,0,6,26,36,10,5,24,60,11,2,2,26,63,7,1,1,28,53,12,3,1,31,74,3,0,0,23,70,3,1,0,27,4,16,20,9,12,7,4,12,15,0,53,27,9,67,8,11,62,10,8,61,5,2,61,36,2,1,40,53,6,1,36,59,4,1,39,54,6,0,41,55,3,1,47,47,5,0,19,51,10,2,17,14
19K166,Middle School,J.H.S. 166 George Gershwin,568,BROOKLYN,Maria Ortega,Yes,94,78,41,508,36,203,539,46,499,7.6,7.2,7.4,7.6,5.8,5.4,5.9,6.7,5.4,5.9,6.5,7.3,6.3,6.2,6.6,7.2,7.5,7,7.6,7.4,7.5,4.9,7.9,9,7.8,9,7.6,7.3,7.9,7.8,7.8,7,5.8,6.5,7.7,7.4,7.1,7.9,7.3,7.5,7.5,7.2,7.1,7.4,7.5,8.1,7.9,NA,7.4,7,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,25,38,36,0,1,0,0,40,56,4,1,0,31,57,10,2,2,26,61,8,0,4,42,53,4,1,1,23,41,7,0,29,42,50,6,2,0,40,52,6,1,2,29,50,18,1,2,35,55,4,3,3,24,29,21,10,17,26,32,24,12,6,23,37,19,11,10,19,30,26,17,8,37,54,3,1,5,30,56,7,2,6,33,48,11,4,5,35,53,6,1,6,NA,NA,NA,NA,NA,35,17,17,2,10,42,20,48,16,33,32,44,15,3,6,24,54,11,6,6,25,61,8,1,5,33,48,7,6,6,35,53,7,2,3,11,38,17,18,16,37,24,4,4,31,54,9,2,3,34,43,14,4,8,32,53,5,3,2,36,34,10,6,7,43,3,17,12,5,9,5,6,18,20,6,73,27,5,40,6,7,64,16,4,51,2,3,30,63,7,1,27,57,13,3,27,59,11,2,31,56,10,4,35,54,10,1,33,59,6,2,19,50,12,2,17,14
19K171,Middle School,I.S. 171 Abraham Lincoln,845,BROOKLYN,Yolanda Fustanio,Yes,85,88,85,609,50,626,717,57,736,7.7,7.1,7.3,7.6,7.9,7.2,7.8,8.4,6.4,6.5,6.9,7.8,7.3,6.9,7.3,7.9,7.5,7.4,6.9,7.2,7.5,5.8,8.2,8.7,8.1,8.9,8.1,7.2,7.9,7.3,7.6,6.8,5.6,6.1,7.4,7.9,7.1,7.6,7.4,7.1,7.7,7,7.2,7.1,7.4,7.4,7.8,NA,7.8,7.3,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,16,28,29,27,0,0,0,0,35,58,5,1,1,28,60,8,2,2,30,60,7,1,2,42,52,4,1,1,21,51,6,2,19,33,53,11,2,1,38,51,5,2,4,29,50,16,4,1,34,53,7,2,4,19,29,23,13,16,25,31,19,14,11,28,34,18,10,9,18,27,31,17,8,28,54,9,2,7,26,58,11,1,4,33,56,6,1,4,34,55,6,2,3,NA,NA,NA,NA,NA,46,9,6,5,26,8,25,54,20,23,26,50,14,4,7,28,57,7,4,4,20,58,12,6,4,23,58,9,3,7,33,53,6,2,5,23,29,14,15,20,53,18,6,5,18,57,9,5,3,26,42,16,5,5,32,53,7,2,3,34,42,11,4,6,37,9,17,16,10,7,9,3,13,14,2,49,27,10,50,9,9,62,12,6,46,2,3,38,57,4,1,31,58,9,2,29,57,11,2,28,62,9,1,28,59,11,2,36,56,6,2,23,53,7,3,14,20
19K174,Elementary / Middle School,P.S. 174 Dumont,437,BROOKLYN,Ingrid Mason,Yes,94,83,55,130,35,192,139,42,348,8.3,7.9,7.9,8,7.1,7.2,7.6,7.8,6.3,6.2,6.6,7.5,7.2,7.1,7.4,7.8,7.6,8,8.2,7.6,8.4,6.1,8.4,9.4,8.7,9.5,9.2,7.7,8.4,8.5,8.3,7.8,7.4,7.1,8.2,8.3,7.7,8.3,8,7.6,8.9,7,7.8,7.9,7.8,8.5,7.9,NA,8.4,7.4,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12,16,12,12,7,5,10,8,9,0,0,0,0,54,41,2,2,1,41,51,6,2,0,46,46,6,1,1,55,40,2,1,1,29,44,4,1,21,60,35,4,1,0,52,38,3,1,5,47,39,9,3,2,40,44,7,4,6,40,38,8,7,7,39,33,11,7,10,48,33,13,5,2,46,28,15,9,3,52,43,4,1,0,45,46,7,2,0,49,41,6,2,2,43,45,6,3,3,NA,NA,NA,NA,NA,48,13,15,6,14,40,11,49,15,17,34,37,17,4,8,40,50,7,1,2,43,51,3,2,2,36,46,11,2,5,52,41,1,1,5,18,43,13,10,17,57,9,4,6,23,62,7,0,2,29,56,10,2,5,27,67,3,0,2,28,60,2,2,3,33,6,17,20,7,10,7,7,13,12,0,53,18,8,56,6,8,67,7,6,41,2,1,58,37,4,1,38,47,13,2,41,47,11,0,46,44,9,1,48,44,5,3,47,42,8,3,29,46,11,3,11,19
19K190,Elementary School,P.S. 190 Sheffield,266,BROOKLYN,Stephaun Hill,No,,66,61,,21,143,,32,234,8.3,7.8,7.8,8.2,8,7.8,8.6,8.9,,,,,8.2,7.8,8.2,8.5,7.5,8,8.3,7.6,7.5,6.4,8.6,9.6,8.9,9.7,9.5,7.7,8.1,7.7,7.6,7.2,7.9,7.4,8.2,8.4,7.6,8,7.4,7.5,9.2,6.9,7.8,7.9,7.4,8.3,8.3,NA,8.4,7.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,20,11,16,18,18,0,0,0,0,0,0,0,45,51,2,1,0,35,60,4,1,0,36,51,10,2,0,45,51,1,1,1,24,54,3,0,19,37,55,5,1,1,31,60,3,1,4,32,52,13,2,1,33,58,3,2,4,46,37,7,9,1,41,32,14,6,6,49,35,9,6,1,37,40,14,7,1,41,55,3,0,1,41,53,6,0,1,45,50,4,0,1,41,54,2,1,1,NA,NA,NA,NA,NA,52,49,7,7,0,39,6,45,7,22,26,50,18,4,1,36,55,7,1,1,40,56,4,0,0,33,53,11,2,1,39,46,11,1,3,23,38,14,7,18,56,13,2,4,25,60,6,1,0,32,56,7,0,5,32,65,4,1,1,30,60,3,1,1,34,18,11,34,10,8,4,0,9,6,0,60,30,5,49,8,5,71,20,3,36,1,1,54,43,2,0,41,53,6,1,39,51,8,1,43,48,8,1,42,53,5,0,45,51,3,1,17,53,11,5,13,15
19K202,Elementary / Middle School,P.S. 202 Ernest S. Jenkyns,918,BROOKLYN,Pauline Smith-Gayle,Yes,95,75,83,225,54,611,237,72,735,8,7.7,7.7,7.8,6.9,7,7.3,7.7,5.8,5.7,6.8,7.4,6.9,6.8,7.3,7.6,7.8,7.6,8,7.5,7.6,6.1,8.2,8.9,8.5,9.1,8.7,7.8,8.1,7.9,7.9,7.6,7.2,7,8.1,8.2,7.4,8.2,7.8,7.8,8.6,7.2,7.5,7.6,7,8.1,8,NA,7.8,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,8,12,9,8,7,12,15,9,0,0,0,0,48,49,1,1,0,42,51,5,2,0,40,52,4,2,2,48,48,2,2,1,33,46,2,2,17,44,50,5,1,0,44,48,4,1,3,39,51,8,1,1,39,51,5,2,3,36,37,15,6,6,34,36,15,6,8,39,36,16,6,3,37,36,19,5,3,36,57,4,1,3,36,57,5,1,1,42,50,6,0,1,36,55,5,1,4,NA,NA,NA,NA,NA,50,19,24,5,9,11,17,54,10,26,28,49,12,3,7,30,55,7,3,4,32,59,3,1,4,31,52,7,3,7,39,47,5,3,5,20,37,9,12,22,46,18,6,3,28,55,13,2,2,28,48,16,3,3,29,55,10,1,2,32,47,11,2,3,37,6,12,14,3,11,12,4,26,9,2,52,32,16,41,6,9,57,23,12,42,5,3,44,49,5,2,35,55,8,2,35,55,8,2,34,57,7,2,37,57,5,2,36,56,7,2,20,51,12,4,12,18
19K213,Elementary School,P.S. 213 New Lots,428,BROOKLYN,Joan L. Webson,No,,90,65,,35,238,,39,365,8.7,8.1,8.1,8.5,7.3,7.2,7.3,8,,,,,8,7.7,7.7,8.2,8,8.5,8.6,8.3,8.5,6.9,8.8,9.6,9.2,9.7,9.7,8.4,8.7,8.3,8.3,7.8,7.6,6.4,8.5,8.6,8.1,8.5,8.1,7.9,8.4,7.7,8.1,8.2,8.2,8.7,8.6,NA,8.9,7.9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19,17,9,18,20,13,0,0,0,0,0,0,0,58,40,1,0,0,53,44,1,0,0,45,49,4,0,2,61,38,0,0,0,31,44,2,0,22,52,46,2,0,0,50,46,1,0,3,45,46,8,1,0,44,51,3,0,2,44,31,15,6,4,32,28,17,8,15,43,29,17,6,5,44,27,21,7,0,55,42,1,0,1,52,42,4,0,2,55,40,3,1,1,53,40,2,0,4,NA,NA,NA,NA,NA,53,55,50,5,17,41,6,28,11,23,35,51,8,1,4,50,45,2,1,2,50,47,1,1,1,43,50,1,1,5,54,40,1,0,5,28,31,7,8,26,55,11,4,2,27,63,6,0,1,30,64,8,1,2,25,71,2,1,1,26,68,3,2,0,27,5,16,20,8,8,7,1,20,16,0,58,30,6,59,7,11,65,9,8,49,2,3,67,31,1,0,50,40,9,1,48,46,6,0,51,40,9,0,52,44,4,0,55,38,6,1,25,55,7,2,11,22
19K214,Elementary School,P.S. 214 Michael Friedsam,1017,BROOKLYN,PATRICIA TUBRIDY,No,,77,63,,63,502,,82,795,8.8,8.2,8.2,8.5,7.8,7.2,7.3,7.8,,,,,8.3,7.7,7.7,8.2,8,8.7,8.3,8.4,8.4,7.8,9.1,9.3,9,9.8,9.7,8.1,8.4,8.4,8.2,7.9,7.6,7.7,8.4,8.7,8.3,8.5,8.1,7.8,8.5,8.1,8.3,8.2,8.3,8.6,8.4,NA,8.8,8.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,16,14,14,11,15,21,0,0,0,0,0,0,0,55,44,1,0,0,48,47,4,1,0,50,43,4,1,2,57,38,3,1,1,37,39,6,2,17,56,39,3,1,1,50,39,4,1,6,49,40,6,3,2,46,42,5,1,6,45,25,20,7,3,49,27,12,6,6,44,32,13,5,6,44,27,18,8,3,52,43,3,0,3,48,46,2,2,2,57,38,3,1,1,51,40,5,1,3,NA,NA,NA,NA,NA,54,27,26,12,9,48,25,55,19,39,46,40,7,1,6,57,40,2,1,1,48,45,5,1,1,48,44,4,1,3,55,38,2,1,3,48,21,7,6,18,70,9,2,3,15,70,5,2,3,21,67,10,3,3,17,81,2,1,0,16,78,3,1,1,17,6,20,15,5,8,7,3,24,12,0,39,19,12,67,10,13,55,20,9,56,6,5,68,30,1,1,55,40,4,1,55,39,5,1,55,40,4,1,53,42,4,1,59,37,3,0,41,46,4,0,8,38
19K218,Middle School,J.H.S. 218 James P. Sinnott,646,BROOKLYN,Joseph Costa,Yes,86,94,11,533,49,64,622,52,576,7.4,7.5,7.3,7.6,7,6.6,7.3,7.8,5.4,5.2,6.4,7.4,6.6,6.4,7,7.6,7.4,7,7,7.5,7.2,5.5,8.3,8.3,7.4,8.6,7.7,7.4,7.9,8.1,8.1,7.4,6.2,6.8,7.7,7.7,7.4,8,7.2,7.4,6.7,6.8,7.1,7.5,8,7.7,7.6,NA,7.8,7.4,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,30,26,43,0,0,0,0,47,47,2,3,2,41,45,9,5,0,27,65,5,3,0,45,50,3,2,0,26,34,5,3,32,51,41,3,3,2,52,35,5,3,5,44,39,8,6,3,37,43,10,3,8,25,25,27,16,6,38,25,20,8,10,29,21,19,15,16,29,31,21,16,3,39,47,3,6,5,41,45,6,6,2,44,39,10,5,3,43,40,8,6,3,NA,NA,NA,NA,NA,39,22,14,5,8,47,47,58,27,33,27,47,13,8,6,38,38,14,9,2,29,48,14,5,5,38,39,7,5,11,28,54,9,2,7,16,34,11,16,23,53,13,6,5,23,54,13,3,6,24,43,11,5,11,30,46,10,3,3,38,40,8,5,8,40,9,16,11,13,7,4,4,9,24,2,77,27,13,53,9,8,72,11,5,58,6,2,48,40,11,2,41,43,11,5,44,39,13,5,36,46,13,5,38,52,7,3,51,33,11,5,26,42,11,7,14,24
19K452,Middle School,Frederick Douglass Academy VIII Middle School,209,BROOKLYN,Yolanda Martin,Yes,92,78,76,193,14,155,209,18,204,8.9,8,8,8.4,8.4,7.4,8,8.4,6.9,6.5,7.2,8,8,7.3,7.7,8.3,7.9,8.6,8.7,8.6,8.1,7.2,9.4,9.8,9.5,9.9,9.7,8.2,8.6,8.2,8.4,7.6,7,6.5,8.8,8.6,7.6,8.6,7.7,7.8,8.1,7.6,7.8,8.1,8.2,9,8.7,NA,8.2,8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,32,34,33,0,0,0,0,59,41,0,0,0,47,51,2,0,0,34,59,5,0,2,59,39,1,0,1,24,38,0,1,37,52,43,3,1,1,52,38,3,1,6,45,40,14,1,1,46,46,4,2,1,35,34,16,9,7,28,33,19,11,8,35,32,21,6,5,31,31,29,7,3,65,32,3,0,0,59,39,2,1,0,53,43,4,0,0,52,45,1,0,2,NA,NA,NA,NA,NA,6,47,15,2,44,52,46,56,26,39,31,54,12,0,4,50,46,1,0,2,51,48,1,0,0,51,44,2,1,1,42,52,0,0,6,24,36,7,3,31,64,14,1,0,22,70,5,0,0,25,63,9,1,1,27,77,1,1,0,21,73,3,1,1,23,6,16,19,18,7,9,3,6,16,0,53,57,18,45,11,14,81,16,3,45,1,1,48,49,3,0,43,53,4,0,38,53,9,1,41,54,5,1,45,51,3,0,45,51,3,0,17,51,15,2,14,17
19K224,Elementary School,P.S. 224 Hale A. Woodruff,797,BROOKLYN,George Andrews,Yes,100,49,64,87,33,415,87,67,647,8.5,8,8.1,8.2,7.1,6.7,7.1,7.5,6.6,7.6,7.8,8.8,7.4,7.4,7.7,8.2,7.9,8.2,8.4,8.1,8.4,6.5,8.7,9.4,9,9.7,9.5,7.8,8.3,8,8,7.6,7.5,7.6,8.2,8.3,8.1,8.2,7.9,8,8.9,7.5,8.1,8.3,8.1,8.4,8.3,NA,8.5,7.9,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,10,14,13,16,12,12,0,0,0,0,0,0,50,46,3,1,0,44,49,5,2,0,42,52,3,1,2,54,43,2,1,0,37,40,2,2,20,47,45,4,2,2,45,45,5,2,4,42,46,9,2,2,43,48,4,2,3,40,36,13,5,6,43,36,10,7,6,51,30,14,2,3,37,34,17,8,3,50,42,5,1,2,47,44,6,1,2,49,42,6,1,2,47,44,5,1,2,NA,NA,NA,NA,NA,29,38,30,20,14,34,25,49,10,27,35,47,10,3,4,44,47,5,1,2,46,48,4,1,2,45,43,6,2,4,52,40,3,0,5,30,29,11,11,18,58,17,3,2,20,69,7,2,1,21,59,12,2,3,25,73,4,0,1,21,66,7,0,1,26,6,16,16,6,8,8,6,24,9,0,61,31,11,53,8,7,75,14,6,45,3,2,60,35,4,1,48,44,6,2,51,43,6,1,48,46,5,1,53,43,5,0,52,41,5,1,31,46,8,3,12,30
19K260,Elementary School,P.S. 260 Breuckelen,344,BROOKLYN,PIERRE RAYMOND,Yes,89,69,39,40,24,108,45,35,278,7.7,7.4,7.4,7.7,6.7,6.5,7,7.5,5,5.7,5.5,7.1,6.5,6.5,6.7,7.4,7.5,7.1,8.1,6.8,7.7,5.1,7.9,8.8,8,9.7,8.4,7.1,8.1,7.7,7.7,6.6,7.2,7,7.5,7.9,7.3,7.8,7.1,7.5,8.9,6.2,7.4,7.8,6.9,7.4,7.7,NA,8.2,7.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,10,17,14,16,19,13,0,0,0,0,0,0,40,54,4,2,0,30,54,12,3,1,28,60,10,2,0,44,54,1,0,1,23,39,4,1,33,40,53,4,3,0,39,50,4,3,4,28,47,17,7,1,35,51,2,5,8,30,44,14,5,7,36,35,11,9,9,49,34,11,1,5,36,32,19,11,3,36,45,10,5,4,35,47,14,1,3,40,48,10,1,1,37,48,10,2,3,NA,NA,NA,NA,NA,35,15,18,1,5,19,7,55,17,16,18,48,23,7,5,25,55,12,4,4,34,58,4,0,4,22,51,12,7,9,45,39,6,5,5,12,38,12,19,18,47,13,9,5,25,52,10,3,3,32,46,10,5,7,33,60,2,2,0,36,49,2,4,7,38,6,14,15,8,14,8,6,15,15,0,63,34,13,59,8,9,79,51,8,52,3,5,57,36,6,2,43,43,12,2,35,54,8,4,34,53,11,1,41,51,7,1,42,47,11,1,12,49,22,5,13,11
19K273,Elementary School,P.S. 273 Wortman,459,BROOKLYN,Melessa Avery,No,,98,59,,39,225,,40,383,8.9,8.3,8.4,8.4,8.4,8,7.9,8.4,,,,,8.7,8.1,8.1,8.4,8.2,8.6,8.8,8.5,8.3,7.2,9.1,9.7,9.6,10,10,8.2,8.7,8.3,8.2,7.9,8,8,8.5,8.7,8.2,8.7,8,8,9.5,7.7,8.2,8.4,8.4,8.8,8.5,NA,8.7,7.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,13,18,14,12,24,0,0,0,0,0,0,0,62,35,1,1,0,49,48,2,0,0,45,46,4,1,3,60,38,0,0,1,32,38,1,0,29,53,43,3,0,1,45,45,2,0,7,46,46,5,2,1,49,44,3,0,3,43,41,11,3,2,45,37,11,3,3,64,27,7,2,0,42,37,16,3,3,63,30,4,1,2,55,37,4,2,1,58,37,3,1,1,56,36,5,1,2,NA,NA,NA,NA,NA,49,19,15,6,2,59,12,64,41,24,38,46,8,3,5,50,45,1,0,3,55,44,0,0,1,51,42,3,0,3,53,41,2,2,3,26,34,6,4,30,60,10,3,2,26,67,5,0,0,28,60,6,0,0,34,72,1,0,0,27,71,0,0,0,29,3,19,17,10,14,4,2,19,12,1,58,46,16,66,14,16,72,20,12,54,5,3,68,27,3,2,47,44,6,3,51,45,3,1,52,43,5,0,57,38,4,0,57,38,4,1,25,46,8,5,16,19
19K290,Elementary School,P.S. 290 Juan Morel Campos,586,BROOKLYN,Willena George,No,,88,52,,44,240,,50,460,9,8.5,8.2,8.7,8.1,7.8,7.7,8.1,,,,,8.5,8.1,8,8.4,8.2,8.6,8.7,8.7,8.7,7.8,9.2,9.4,9.6,9.9,9.9,8.4,8.8,8.7,8.6,8.3,8.4,7.5,8.8,8.8,8.5,8.8,8.5,8,9.2,7.6,8.6,8.4,6.8,8.9,8.6,NA,9,8.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,21,15,16,20,12,0,0,0,0,0,0,0,64,34,1,0,0,55,41,3,1,0,58,39,3,0,0,65,34,1,0,1,37,37,3,1,23,65,33,1,1,0,60,35,1,1,3,56,36,5,2,1,50,45,3,1,2,54,34,9,3,0,46,29,13,4,8,59,28,9,3,2,44,36,16,4,0,63,32,2,1,2,57,39,2,0,1,62,32,5,0,1,55,37,3,1,4,NA,NA,NA,NA,NA,48,6,4,5,7,30,10,33,11,25,36,47,10,3,5,55,40,2,2,1,54,43,1,1,0,52,44,1,0,2,63,36,0,1,1,40,30,4,4,23,73,8,2,2,14,75,7,1,1,15,73,9,1,0,17,84,1,0,0,14,81,2,0,0,17,7,13,26,15,7,6,4,12,10,0,41,23,10,65,8,6,57,8,8,49,2,3,75,23,1,1,57,37,6,0,60,37,3,0,62,33,4,1,57,38,4,0,64,33,2,1,36,45,7,2,10,32
19K292,Middle School,J.H.S. 292 Margaret S. Douglas,668,BROOKLYN,Everett Hughes,Yes,78,72,15,495,39,87,634,54,583,7.7,7.2,7.5,7.7,6.6,7,6.8,7.3,5.8,5.6,6.5,7.5,6.7,6.6,6.9,7.5,7.7,7.3,7.8,7.3,7.5,5.6,8.3,9,8.1,9,6.8,7.7,8,7.4,7.6,6.7,5.8,6.1,8.2,7.8,6.6,7.9,7.6,7.3,7.1,7.7,7,7.5,7.9,8.5,8,NA,7.5,6.9,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,20,46,34,0,0,0,0,39,57,3,0,0,37,56,4,1,2,39,52,6,2,1,47,45,6,1,1,18,44,3,1,35,40,46,9,5,1,37,50,1,5,7,29,47,17,6,1,40,50,4,4,2,16,37,22,10,14,21,33,26,11,9,18,33,28,13,8,25,24,31,14,7,54,38,2,2,4,48,44,6,2,0,39,48,6,5,2,38,52,3,3,2,NA,NA,NA,NA,NA,44,20,17,14,6,61,7,57,13,36,33,56,7,4,0,26,55,12,2,5,30,60,2,2,5,29,49,7,4,12,32,54,4,3,7,13,35,15,10,28,44,18,1,5,33,54,6,1,4,35,38,16,2,5,39,44,7,1,2,44,29,12,2,12,45,5,19,11,3,10,10,6,19,15,2,72,40,13,53,15,10,79,16,7,60,6,5,36,54,7,2,31,51,14,5,20,63,11,6,31,54,10,6,38,51,11,1,38,52,6,4,17,49,19,4,11,14
