all/school_esl.DBN,all/school_esl.Grade,all/school_esl.Year,all/school_esl.Category,all/school_esl.Number Tested,all/school_esl.Mean Scale Score,all/school_esl.Level 1 #,all/school_esl.Level 1 %,all/school_esl.Level 2 #,all/school_esl.Level 2 %,all/school_esl.Level 3 #,all/school_esl.Level 3 %,all/school_esl.Level 4 #,all/school_esl.Level 4 %,all/school_esl.Level 3+4 #,all/school_esl.Level 3+4 %
20K201,8,2007,All Students,547,662.0,24.0,4.4,157.0,28.7,337.0,61.6,29.0,5.3,366.0,66.9
09X313,7,2008,All Students,126,637.0,6.0,4.8,89.0,70.6,31.0,24.6,0.0,0.0,31.0,24.6
75X176,3,2007,All Students,4,,,,,,,,,,,
07X157,All Grades,2008,All Students,265,,26.0,9.8,98.0,37.0,136.0,51.3,5.0,1.9,141.0,53.2
06M210,6,2008,All Students,57,637.0,3.0,5.3,39.0,68.4,15.0,26.3,0.0,0.0,15.0,26.3
14K018,3,2006,All Students,31,647.0,3.0,9.7,17.0,54.8,10.0,32.3,1.0,3.2,11.0,35.5
29Q038,5,2011,All Students,49,665.0,9.0,18.4,20.0,40.8,19.0,38.8,1.0,2.0,20.0,40.8
18K208,4,2008,All Students,99,672.0,7.0,7.1,22.0,22.2,56.0,56.6,14.0,14.1,70.0,70.7
30Q069,3,2009,All Students,207,677.0,7.0,3.4,21.0,10.1,149.0,72.0,30.0,14.5,179.0,86.5
32K347,6,2008,All Students,180,638.0,12.0,6.7,105.0,58.3,63.0,35.0,0.0,0.0,63.0,35.0
27Q063,5,2011,All Students,229,672.0,13.0,5.7,76.0,33.2,125.0,54.6,15.0,6.6,140.0,61.1
28Q072,7,2011,All Students,300,656.0,45.0,15.0,188.0,62.7,66.0,22.0,1.0,0.3,67.0,22.3
11X462,7,2010,All Students,53,656.0,5.0,9.4,33.0,62.3,15.0,28.3,0.0,0.0,15.0,28.3
32K151,4,2010,All Students,75,655.0,12.0,16.0,39.0,52.0,23.0,30.7,1.0,1.3,24.0,32.0
23K284,7,2011,All Students,56,659.0,6.0,10.7,33.0,58.9,17.0,30.4,0.0,0.0,17.0,30.4
20K104,All Grades,2011,All Students,825,669.0,33.0,4.0,251.0,30.4,503.0,61.0,38.0,4.6,541.0,65.6
31R021,All Grades,2007,All Students,227,,23.0,10.1,92.0,40.5,110.0,48.5,2.0,0.9,112.0,49.3
03M149,All Grades,2008,All Students,265,,13.0,4.9,159.0,60.0,92.0,34.7,1.0,0.4,93.0,35.1
14K059,4,2006,All Students,73,643.0,9.0,12.3,37.0,50.7,27.0,37.0,0.0,0.0,27.0,37.0
21K228,7,2007,All Students,343,653.0,23.0,6.7,118.0,34.4,186.0,54.2,16.0,4.7,202.0,58.9
31R080,5,2007,All Students,93,666.0,1.0,1.1,31.0,33.3,56.0,60.2,5.0,5.4,61.0,65.6
75Q255,7,2011,All Students,1,,,,,,,,,,,
05M154,All Grades,2009,All Students,178,,10.0,5.6,47.0,26.4,117.0,65.7,4.0,2.2,121.0,68.0
19K311,7,2011,All Students,69,655.0,4.0,5.8,57.0,82.6,8.0,11.6,0.0,0.0,8.0,11.6
24Q016,4,2006,All Students,152,658.0,7.0,4.6,52.0,34.2,90.0,59.2,3.0,2.0,93.0,61.2
11X111,4,2010,All Students,122,650.0,38.0,31.1,57.0,46.7,26.0,21.3,1.0,0.8,27.0,22.1
06M293,7,2009,All Students,85,660.0,0.0,0.0,18.0,21.2,65.0,76.5,2.0,2.4,67.0,78.8
14K019,3,2006,All Students,70,646.0,11.0,15.7,26.0,37.1,33.0,47.1,0.0,0.0,33.0,47.1
08X182,3,2009,All Students,170,671.0,6.0,3.5,29.0,17.1,123.0,72.4,12.0,7.1,135.0,79.4
19K065,3,2007,All Students,88,642.0,14.0,15.9,39.0,44.3,34.0,38.6,1.0,1.1,35.0,39.8
23K137,All Grades,2006,All Students,253,,26.0,10.3,92.0,36.4,116.0,45.8,19.0,7.5,135.0,53.4
75M811,5,2008,All Students,25,629.0,1.0,4.0,20.0,80.0,4.0,16.0,0.0,0.0,4.0,16.0
17K399,All Grades,2009,All Students,243,,1.0,0.4,19.0,7.8,197.0,81.1,26.0,10.7,223.0,91.8
16K385,All Grades,2010,All Students,226,,44.0,19.5,120.0,53.1,58.0,25.7,4.0,1.8,62.0,27.4
32K384,3,2007,All Students,97,636.0,24.0,24.7,36.0,37.1,35.0,36.1,2.0,2.1,37.0,38.1
30Q127,8,2008,All Students,87,648.0,1.0,1.1,49.0,56.3,37.0,42.5,0.0,0.0,37.0,42.5
01M063,3,2009,All Students,42,654.0,3.0,7.1,12.0,28.6,27.0,64.3,0.0,0.0,27.0,64.3
75X186,6,2010,All Students,37,628.0,34.0,91.9,3.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0
06M311,All Grades,2009,All Students,250,,6.0,2.4,53.0,21.2,183.0,73.2,8.0,3.2,191.0,76.4
23K155,3,2011,All Students,55,662.0,3.0,5.5,26.0,47.3,24.0,43.6,2.0,3.6,26.0,47.3
21K226,7,2010,All Students,57,675.0,2.0,3.5,30.0,52.6,15.0,26.3,10.0,17.5,25.0,43.9
14K297,3,2009,All Students,49,657.0,9.0,18.4,14.0,28.6,21.0,42.9,5.0,10.2,26.0,53.1
01M345,6,2008,All Students,82,659.0,0.0,0.0,27.0,32.9,54.0,65.9,1.0,1.2,55.0,67.1
14K120,4,2006,All Students,54,648.0,11.0,20.4,18.0,33.3,24.0,44.4,1.0,1.9,25.0,46.3
12X217,8,2009,All Students,137,648.0,3.0,2.2,69.0,50.4,62.0,45.3,3.0,2.2,65.0,47.4
75X186,4,2009,All Students,27,592.0,22.0,81.5,3.0,11.1,2.0,7.4,0.0,0.0,2.0,7.4
06M328,7,2006,All Students,172,622.0,30.0,17.4,106.0,61.6,36.0,20.9,0.0,0.0,36.0,20.9
21K468,6,2007,All Students,71,648.0,1.0,1.4,38.0,53.5,29.0,40.8,3.0,4.2,32.0,45.1
08X269,6,2010,All Students,54,655.0,7.0,13.0,27.0,50.0,20.0,37.0,0.0,0.0,20.0,37.0
17K138,5,2007,All Students,107,643.0,13.0,12.1,49.0,45.8,44.0,41.1,1.0,0.9,45.0,42.1
23K137,6,2011,All Students,29,660.0,2.0,6.9,15.0,51.7,12.0,41.4,0.0,0.0,12.0,41.4
13K301,6,2009,All Students,84,653.0,0.0,0.0,37.0,44.0,46.0,54.8,1.0,1.2,47.0,56.0
15K130,3,2008,All Students,62,663.0,1.0,1.6,18.0,29.0,40.0,64.5,3.0,4.8,43.0,69.4
28Q054,All Grades,2011,All Students,268,661.0,42.0,15.7,115.0,42.9,109.0,40.7,2.0,0.7,111.0,41.4
16K385,All Grades,2007,All Students,256,,20.0,7.8,173.0,67.6,62.0,24.2,1.0,0.4,63.0,24.6
16K335,5,2006,All Students,65,637.0,7.0,10.8,32.0,49.2,24.0,36.9,2.0,3.1,26.0,40.0
24Q014,All Grades,2007,All Students,585,,78.0,13.3,179.0,30.6,305.0,52.1,23.0,3.9,328.0,56.1
27Q317,3,2010,All Students,59,660.0,13.0,22.0,18.0,30.5,24.0,40.7,4.0,6.8,28.0,47.5
24Q093,8,2010,All Students,432,654.0,46.0,10.6,216.0,50.0,149.0,34.5,21.0,4.9,170.0,39.4
29Q132,5,2008,All Students,67,664.0,1.0,1.5,10.0,14.9,53.0,79.1,3.0,4.5,56.0,83.6
25Q164,7,2011,All Students,57,668.0,0.0,0.0,27.0,47.4,28.0,49.1,2.0,3.5,30.0,52.6
32K274,5,2009,All Students,112,657.0,0.0,0.0,44.0,39.3,66.0,58.9,2.0,1.8,68.0,60.7
32K274,All Grades,2011,All Students,306,659.0,44.0,14.4,161.0,52.6,98.0,32.0,3.0,1.0,101.0,33.0
11X106,4,2008,All Students,200,657.0,17.0,8.5,56.0,28.0,121.0,60.5,6.0,3.0,127.0,63.5
28Q008,8,2006,All Students,438,627.0,72.0,16.4,282.0,64.4,79.0,18.0,5.0,1.1,84.0,19.2
08X367,All Grades,2008,All Students,101,,2.0,2.0,64.0,63.4,35.0,34.7,0.0,0.0,35.0,34.7
24Q091,All Grades,2007,All Students,373,,41.0,11.0,97.0,26.0,219.0,58.7,16.0,4.3,235.0,63.0
12X211,3,2007,All Students,51,637.0,10.0,19.6,20.0,39.2,21.0,41.2,0.0,0.0,21.0,41.2
15K088,All Grades,2008,All Students,819,,26.0,3.2,407.0,49.7,378.0,46.2,8.0,1.0,386.0,47.1
11X194,7,2007,All Students,170,647.0,7.0,4.1,91.0,53.5,68.0,40.0,4.0,2.4,72.0,42.4
15K136,8,2008,All Students,120,625.0,20.0,16.7,82.0,68.3,18.0,15.0,0.0,0.0,18.0,15.0
12X134,5,2007,All Students,76,638.0,10.0,13.2,41.0,53.9,25.0,32.9,0.0,0.0,25.0,32.9
12X271,All Grades,2010,All Students,245,,42.0,17.1,141.0,57.6,60.0,24.5,2.0,0.8,62.0,25.3
75Q177,7,2009,All Students,6,667.0,0.0,0.0,1.0,16.7,5.0,83.3,0.0,0.0,5.0,83.3
29Q052,5,2008,All Students,80,656.0,3.0,3.8,21.0,26.3,56.0,70.0,0.0,0.0,56.0,70.0
29Q118,4,2008,All Students,109,657.0,11.0,10.1,33.0,30.3,58.0,53.2,7.0,6.4,65.0,59.6
31R024,All Grades,2009,All Students,1465,,2.0,0.1,221.0,15.1,1116.0,76.2,126.0,8.6,1242.0,84.8
09X204,5,2010,All Students,31,668.0,2.0,6.5,11.0,35.5,18.0,58.1,0.0,0.0,18.0,58.1
09X219,8,2011,All Students,122,641.0,17.0,13.9,92.0,75.4,13.0,10.7,0.0,0.0,13.0,10.7
26Q026,All Grades,2010,All Students,275,,14.0,5.1,87.0,31.6,136.0,49.5,38.0,13.8,174.0,63.3
21K239,6,2011,All Students,462,682.0,4.0,0.9,24.0,5.2,330.0,71.4,104.0,22.5,434.0,93.9
20K201,6,2006,All Students,622,669.0,18.0,2.9,154.0,24.8,352.0,56.6,98.0,15.8,450.0,72.3
25Q252,7,2011,All Students,80,668.0,0.0,0.0,36.0,45.0,43.0,53.8,1.0,1.3,44.0,55.0
09X517,7,2010,All Students,77,656.0,10.0,13.0,45.0,58.4,21.0,27.3,1.0,1.3,22.0,28.6
02M006,All Grades,2006,All Students,416,,11.0,2.6,27.0,6.5,272.0,65.4,106.0,25.5,378.0,90.9
10X254,All Grades,2007,All Students,455,,44.0,9.7,273.0,60.0,130.0,28.6,8.0,1.8,138.0,30.3
08X119,4,2007,All Students,144,652.0,20.0,13.9,43.0,29.9,75.0,52.1,6.0,4.2,81.0,56.3
28Q117,6,2008,All Students,138,668.0,0.0,0.0,35.0,25.4,93.0,67.4,10.0,7.2,103.0,74.6
26Q173,4,2006,All Students,120,693.0,0.0,0.0,7.0,5.8,88.0,73.3,25.0,20.8,113.0,94.2
27Q253,3,2007,All Students,64,654.0,5.0,7.8,25.0,39.1,33.0,51.6,1.0,1.6,34.0,53.1
19K108,All Grades,2006,All Students,452,,18.0,4.0,118.0,26.1,289.0,63.9,27.0,6.0,316.0,69.9
07X029,5,2007,All Students,66,642.0,3.0,4.5,38.0,57.6,25.0,37.9,0.0,0.0,25.0,37.9
09X114,4,2009,All Students,129,651.0,5.0,3.9,57.0,44.2,66.0,51.2,1.0,0.8,67.0,51.9
19K260,5,2006,All Students,56,650.0,6.0,10.7,19.0,33.9,29.0,51.8,2.0,3.6,31.0,55.4
10X007,3,2007,All Students,168,643.0,31.0,18.5,63.0,37.5,71.0,42.3,3.0,1.8,74.0,44.0
21K097,All Grades,2006,All Students,362,,14.0,3.9,77.0,21.3,224.0,61.9,47.0,13.0,271.0,74.9
15K261,All Grades,2007,All Students,327,,17.0,5.2,74.0,22.6,213.0,65.1,23.0,7.0,236.0,72.2
04M037,All Grades,2009,All Students,56,,2.0,3.6,22.0,39.3,29.0,51.8,3.0,5.4,32.0,57.1
75M169,7,2008,All Students,37,623.0,5.0,13.5,27.0,73.0,5.0,13.5,0.0,0.0,5.0,13.5
03M087,5,2007,All Students,131,679.0,0.0,0.0,24.0,18.3,95.0,72.5,12.0,9.2,107.0,81.7
17K012,6,2006,All Students,65,616.0,14.0,21.5,39.0,60.0,12.0,18.5,0.0,0.0,12.0,18.5
25Q129,6,2006,All Students,97,664.0,1.0,1.0,31.0,32.0,51.0,52.6,14.0,14.4,65.0,67.0
13K270,All Grades,2009,All Students,109,,0.0,0.0,5.0,4.6,96.0,88.1,8.0,7.3,104.0,95.4
31R042,5,2011,All Students,154,673.0,8.0,5.2,38.0,24.7,96.0,62.3,12.0,7.8,108.0,70.1
28Q086,6,2010,All Students,213,661.0,31.0,14.6,85.0,39.9,89.0,41.8,8.0,3.8,97.0,45.5
20K247,4,2011,All Students,89,691.0,1.0,1.1,14.0,15.7,66.0,74.2,8.0,9.0,74.0,83.1
10X254,All Grades,2010,All Students,406,,93.0,22.9,239.0,58.9,72.0,17.7,2.0,0.5,74.0,18.2
24Q093,6,2008,All Students,393,650.0,8.0,2.0,178.0,45.3,205.0,52.2,2.0,0.5,207.0,52.7
06M048,3,2007,All Students,97,639.0,20.0,20.6,45.0,46.4,30.0,30.9,2.0,2.1,32.0,33.0
27Q124,3,2009,All Students,139,678.0,0.0,0.0,23.0,16.5,95.0,68.3,21.0,15.1,116.0,83.5
19K328,3,2006,All Students,74,652.0,11.0,14.9,23.0,31.1,38.0,51.4,2.0,2.7,40.0,54.1
11X189,All Grades,2011,All Students,162,657.0,23.0,14.2,81.0,50.0,58.0,35.8,0.0,0.0,58.0,35.8
11X021,5,2011,All Students,148,660.0,21.0,14.2,80.0,54.1,45.0,30.4,2.0,1.4,47.0,31.8
18K276,3,2010,All Students,142,661.0,36.0,25.4,45.0,31.7,46.0,32.4,15.0,10.6,61.0,43.0
17K397,4,2011,All Students,57,665.0,6.0,10.5,29.0,50.9,22.0,38.6,0.0,0.0,22.0,38.6
14K018,All Grades,2008,All Students,120,,4.0,3.3,48.0,40.0,64.0,53.3,4.0,3.3,68.0,56.7
19K290,All Grades,2011,All Students,277,666.0,24.0,8.7,120.0,43.3,127.0,45.8,6.0,2.2,133.0,48.0
75X188,3,2009,All Students,2,,,,,,,,,,,
06M366,All Grades,2009,All Students,66,,3.0,4.5,21.0,31.8,39.0,59.1,3.0,4.5,42.0,63.6
11X144,All Grades,2009,All Students,1041,,13.0,1.2,425.0,40.8,588.0,56.5,15.0,1.4,603.0,57.9
01M450,All Grades,2007,All Students,208,,6.0,2.9,130.0,62.5,72.0,34.6,0.0,0.0,72.0,34.6
01M015,5,2009,All Students,41,658.0,0.0,0.0,15.0,36.6,26.0,63.4,0.0,0.0,26.0,63.4
22K254,5,2010,All Students,93,692.0,3.0,3.2,22.0,23.7,46.0,49.5,22.0,23.7,68.0,73.1
19K218,8,2006,All Students,380,634.0,59.0,15.5,212.0,55.8,101.0,26.6,8.0,2.1,109.0,28.7
09X002,All Grades,2009,All Students,136,,13.0,9.6,59.0,43.4,63.0,46.3,1.0,0.7,64.0,47.1
75K053,5,2006,All Students,11,608.0,5.0,45.5,4.0,36.4,2.0,18.2,0.0,0.0,2.0,18.2
17K189,5,2007,All Students,108,651.0,9.0,8.3,43.0,39.8,55.0,50.9,1.0,0.9,56.0,51.9
11X189,3,2011,All Students,72,658.0,13.0,18.1,30.0,41.7,29.0,40.3,0.0,0.0,29.0,40.3
08X071,3,2011,All Students,205,658.0,35.0,17.1,81.0,39.5,88.0,42.9,1.0,0.5,89.0,43.4
04M108,7,2009,All Students,104,666.0,0.0,0.0,20.0,19.2,82.0,78.8,2.0,1.9,84.0,80.8
10X020,5,2009,All Students,107,659.0,0.0,0.0,33.0,30.8,73.0,68.2,1.0,0.9,74.0,69.2
05M499,7,2010,All Students,167,663.0,18.0,10.8,70.0,41.9,69.0,41.3,10.0,6.0,79.0,47.3
20K164,3,2011,All Students,57,663.0,6.0,10.5,20.0,35.1,30.0,52.6,1.0,1.8,31.0,54.4
01M142,5,2010,All Students,61,664.0,10.0,16.4,30.0,49.2,17.0,27.9,4.0,6.6,21.0,34.4
17K061,7,2010,All Students,372,661.0,37.0,9.9,191.0,51.3,128.0,34.4,16.0,4.3,144.0,38.7
11X178,All Grades,2007,All Students,222,,41.0,18.5,69.0,31.1,102.0,45.9,10.0,4.5,112.0,50.5
11X111,5,2008,All Students,86,643.0,3.0,3.5,40.0,46.5,43.0,50.0,0.0,0.0,43.0,50.0
03M075,5,2007,All Students,147,668.0,1.0,0.7,52.0,35.4,78.0,53.1,16.0,10.9,94.0,63.9
75K141,All Grades,2007,All Students,114,,56.0,49.1,49.0,43.0,9.0,7.9,0.0,0.0,9.0,7.9
21K215,3,2011,All Students,111,668.0,8.0,7.2,39.0,35.1,54.0,48.6,10.0,9.0,64.0,57.7
17K394,All Grades,2007,All Students,498,,30.0,6.0,194.0,39.0,272.0,54.6,2.0,0.4,274.0,55.0
02M126,4,2007,All Students,59,655.0,4.0,6.8,22.0,37.3,32.0,54.2,1.0,1.7,33.0,55.9
27Q262,7,2011,All Students,71,660.0,3.0,4.2,42.0,59.2,26.0,36.6,0.0,0.0,26.0,36.6
03M334,8,2006,All Students,54,696.0,0.0,0.0,5.0,9.3,36.0,66.7,13.0,24.1,49.0,90.7
22K014,8,2006,All Students,285,631.0,49.0,17.2,153.0,53.7,77.0,27.0,6.0,2.1,83.0,29.1
27Q137,All Grades,2006,All Students,1827,,119.0,6.5,745.0,40.8,872.0,47.7,91.0,5.0,963.0,52.7
25Q499,7,2007,All Students,40,675.0,0.0,0.0,4.0,10.0,33.0,82.5,3.0,7.5,36.0,90.0
03M180,6,2008,All Students,21,662.0,0.0,0.0,4.0,19.0,17.0,81.0,0.0,0.0,17.0,81.0
02M001,5,2009,All Students,78,669.0,1.0,1.3,20.0,25.6,48.0,61.5,9.0,11.5,57.0,73.1
23K493,7,2011,All Students,81,657.0,4.0,4.9,56.0,69.1,21.0,25.9,0.0,0.0,21.0,25.9
06M348,6,2007,All Students,77,652.0,0.0,0.0,39.0,50.6,35.0,45.5,3.0,3.9,38.0,49.4
05M194,5,2006,All Students,53,636.0,7.0,13.2,33.0,62.3,11.0,20.8,2.0,3.8,13.0,24.5
05M317,6,2011,All Students,12,647.0,5.0,41.7,7.0,58.3,0.0,0.0,0.0,0.0,0.0,0.0
18K268,3,2008,All Students,84,655.0,7.0,8.3,24.0,28.6,51.0,60.7,2.0,2.4,53.0,63.1
02M002,5,2008,All Students,100,671.0,2.0,2.0,17.0,17.0,73.0,73.0,8.0,8.0,81.0,81.0
29Q059,6,2010,All Students,238,656.0,43.0,18.1,108.0,45.4,81.0,34.0,6.0,2.5,87.0,36.6
27Q043,5,2009,All Students,139,656.0,3.0,2.2,46.0,33.1,87.0,62.6,3.0,2.2,90.0,64.7
02M116,5,2010,All Students,98,692.0,5.0,5.1,22.0,22.4,37.0,37.8,34.0,34.7,71.0,72.4
25Q200,3,2010,All Students,43,660.0,5.0,11.6,19.0,44.2,16.0,37.2,3.0,7.0,19.0,44.2
30Q152,6,2011,All Students,44,660.0,7.0,15.9,15.0,34.1,21.0,47.7,1.0,2.3,22.0,50.0
20K160,3,2006,All Students,65,677.0,2.0,3.1,12.0,18.5,45.0,69.2,6.0,9.2,51.0,78.5
10X085,4,2009,All Students,199,643.0,26.0,13.1,87.0,43.7,86.0,43.2,0.0,0.0,86.0,43.2
01M539,5,2008,All Students,57,713.0,0.0,0.0,0.0,0.0,35.0,61.4,22.0,38.6,57.0,100.0
10X244,8,2007,All Students,257,637.0,32.0,12.5,139.0,54.1,84.0,32.7,2.0,0.8,86.0,33.5
03M250,7,2008,All Students,66,655.0,1.0,1.5,22.0,33.3,43.0,65.2,0.0,0.0,43.0,65.2
20K105,4,2007,All Students,199,665.0,9.0,4.5,63.0,31.7,115.0,57.8,12.0,6.0,127.0,63.8
31R069,3,2011,All Students,153,668.0,13.0,8.5,48.0,31.4,81.0,52.9,11.0,7.2,92.0,60.1
09X073,4,2010,All Students,125,647.0,38.0,30.4,64.0,51.2,23.0,18.4,0.0,0.0,23.0,18.4
10X382,All Grades,2011,All Students,163,651.0,36.0,22.1,84.0,51.5,43.0,26.4,0.0,0.0,43.0,26.4
11X270,8,2009,All Students,50,650.0,0.0,0.0,23.0,46.0,27.0,54.0,0.0,0.0,27.0,54.0
12X061,3,2008,All Students,56,648.0,8.0,14.3,22.0,39.3,24.0,42.9,2.0,3.6,26.0,46.4
31R041,All Grades,2009,All Students,311,,3.0,1.0,42.0,13.5,239.0,76.8,27.0,8.7,266.0,85.5
12X044,All Grades,2007,All Students,169,,35.0,20.7,77.0,45.6,56.0,33.1,1.0,0.6,57.0,33.7
03M199,5,2011,All Students,89,680.0,2.0,2.2,12.0,13.5,66.0,74.2,9.0,10.1,75.0,84.3
09X325,5,2007,All Students,97,622.0,27.0,27.8,53.0,54.6,17.0,17.5,0.0,0.0,17.0,17.5
22K312,All Grades,2010,All Students,430,,16.0,3.7,116.0,27.0,221.0,51.4,77.0,17.9,298.0,69.3
24Q087,3,2009,All Students,57,675.0,1.0,1.8,6.0,10.5,43.0,75.4,7.0,12.3,50.0,87.7
08X071,6,2011,All Students,158,665.0,7.0,4.4,56.0,35.4,90.0,57.0,5.0,3.2,95.0,60.1
07X551,8,2010,All Students,78,641.0,11.0,14.1,54.0,69.2,13.0,16.7,0.0,0.0,13.0,16.7
31R036,All Grades,2010,All Students,409,,24.0,5.9,133.0,32.5,190.0,46.5,62.0,15.2,252.0,61.6
07X224,7,2007,All Students,105,614.0,28.0,26.7,64.0,61.0,13.0,12.4,0.0,0.0,13.0,12.4
10X045,7,2010,All Students,333,657.0,51.0,15.3,171.0,51.4,104.0,31.2,7.0,2.1,111.0,33.3
10X015,5,2009,All Students,56,669.0,0.0,0.0,7.0,12.5,45.0,80.4,4.0,7.1,49.0,87.5
19K214,All Grades,2008,All Students,450,,52.0,11.6,160.0,35.6,222.0,49.3,16.0,3.6,238.0,52.9
01M020,5,2010,All Students,73,679.0,3.0,4.1,33.0,45.2,27.0,37.0,10.0,13.7,37.0,50.7
13K266,8,2010,All Students,67,648.0,1.0,1.5,51.0,76.1,15.0,22.4,0.0,0.0,15.0,22.4
10X045,6,2010,All Students,324,653.0,69.0,21.3,155.0,47.8,97.0,29.9,3.0,0.9,100.0,30.9
22K109,3,2009,All Students,79,646.0,15.0,19.0,21.0,26.6,40.0,50.6,3.0,3.8,43.0,54.4
08X071,5,2011,All Students,212,668.0,15.0,7.1,82.0,38.7,112.0,52.8,3.0,1.4,115.0,54.2
02M126,4,2011,All Students,56,672.0,2.0,3.6,17.0,30.4,37.0,66.1,0.0,0.0,37.0,66.1
20K030,8,2007,All Students,105,651.0,6.0,5.7,49.0,46.7,44.0,41.9,6.0,5.7,50.0,47.6
25Q169,All Grades,2006,All Students,236,,16.0,6.8,30.0,12.7,148.0,62.7,42.0,17.8,190.0,80.5
31R007,7,2010,All Students,387,672.0,19.0,4.9,120.0,31.0,203.0,52.5,45.0,11.6,248.0,64.1
12X061,4,2009,All Students,51,656.0,1.0,2.0,17.0,33.3,33.0,64.7,0.0,0.0,33.0,64.7
25Q154,All Grades,2011,All Students,279,672.0,10.0,3.6,91.0,32.6,169.0,60.6,9.0,3.2,178.0,63.8
09X325,7,2006,All Students,108,619.0,26.0,24.1,59.0,54.6,22.0,20.4,1.0,0.9,23.0,21.3
03M149,3,2008,All Students,34,644.0,2.0,5.9,18.0,52.9,14.0,41.2,0.0,0.0,14.0,41.2
24Q088,All Grades,2008,All Students,479,,21.0,4.4,145.0,30.3,287.0,59.9,26.0,5.4,313.0,65.3
30Q069,All Grades,2007,All Students,603,,8.0,1.3,144.0,23.9,389.0,64.5,62.0,10.3,451.0,74.8
13K287,3,2011,All Students,26,650.0,7.0,26.9,16.0,61.5,3.0,11.5,0.0,0.0,3.0,11.5
26Q031,3,2007,All Students,97,671.0,7.0,7.2,24.0,24.7,57.0,58.8,9.0,9.3,66.0,68.0
18K211,8,2006,All Students,297,623.0,65.0,21.9,171.0,57.6,60.0,20.2,1.0,0.3,61.0,20.5
12X098,8,2010,All Students,152,640.0,34.0,22.4,87.0,57.2,29.0,19.1,2.0,1.3,31.0,20.4
75Q177,All Grades,2007,All Students,19,,7.0,36.8,11.0,57.9,1.0,5.3,0.0,0.0,1.0,5.3
24Q068,4,2008,All Students,138,658.0,11.0,8.0,37.0,26.8,80.0,58.0,10.0,7.2,90.0,65.2
17K354,7,2007,All Students,97,624.0,15.0,15.5,66.0,68.0,16.0,16.5,0.0,0.0,16.0,16.5
25Q130,3,2011,All Students,50,680.0,0.0,0.0,7.0,14.0,36.0,72.0,7.0,14.0,43.0,86.0
03M076,5,2007,All Students,60,638.0,7.0,11.7,32.0,53.3,21.0,35.0,0.0,0.0,21.0,35.0
12X150,5,2008,All Students,102,654.0,5.0,4.9,36.0,35.3,58.0,56.9,3.0,2.9,61.0,59.8
32K383,All Grades,2007,All Students,1070,,25.0,2.3,128.0,12.0,821.0,76.7,96.0,9.0,917.0,85.7
30Q126,6,2010,All Students,222,653.0,57.0,25.7,104.0,46.8,60.0,27.0,1.0,0.5,61.0,27.5
05M200,4,2008,All Students,86,635.0,14.0,16.3,43.0,50.0,28.0,32.6,1.0,1.2,29.0,33.7
75X186,5,2006,All Students,24,575.0,17.0,70.8,5.0,20.8,2.0,8.3,0.0,0.0,2.0,8.3
08X304,4,2010,All Students,81,677.0,1.0,1.2,35.0,43.2,39.0,48.1,6.0,7.4,45.0,55.6
08X138,All Grades,2007,All Students,311,,44.0,14.1,129.0,41.5,129.0,41.5,9.0,2.9,138.0,44.4
75X721,All Grades,2006,All Students,18,,16.0,88.9,2.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0
04M083,4,2011,All Students,68,687.0,0.0,0.0,12.0,17.6,53.0,77.9,3.0,4.4,56.0,82.4
30Q204,All Grades,2007,All Students,924,,83.0,9.0,489.0,52.9,333.0,36.0,19.0,2.1,352.0,38.1
25Q025,6,2008,All Students,253,668.0,4.0,1.6,52.0,20.6,183.0,72.3,14.0,5.5,197.0,77.9
31R019,4,2006,All Students,75,664.0,4.0,5.3,19.0,25.3,49.0,65.3,3.0,4.0,52.0,69.3
21K099,4,2007,All Students,71,660.0,6.0,8.5,22.0,31.0,39.0,54.9,4.0,5.6,43.0,60.6
29Q295,6,2010,All Students,63,672.0,2.0,3.2,19.0,30.2,35.0,55.6,7.0,11.1,42.0,66.7
09X128,6,2007,All Students,92,671.0,0.0,0.0,19.0,20.7,61.0,66.3,12.0,13.0,73.0,79.3
11X189,All Grades,2009,All Students,177,,6.0,3.4,68.0,38.4,102.0,57.6,1.0,0.6,103.0,58.2
75K004,6,2008,All Students,2,,,,,,,,,,,
24Q560,All Grades,2008,All Students,89,,0.0,0.0,2.0,2.2,83.0,93.3,4.0,4.5,87.0,97.8
32K376,4,2006,All Students,63,653.0,9.0,14.3,15.0,23.8,38.0,60.3,1.0,1.6,39.0,61.9
21K225,7,2009,All Students,114,657.0,0.0,0.0,41.0,36.0,70.0,61.4,3.0,2.6,73.0,64.0
09X204,All Grades,2011,All Students,174,667.0,12.0,6.9,68.0,39.1,92.0,52.9,2.0,1.1,94.0,54.0
11X068,5,2006,All Students,117,645.0,10.0,8.5,51.0,43.6,54.0,46.2,2.0,1.7,56.0,47.9
14K380,All Grades,2007,All Students,195,,9.0,4.6,37.0,19.0,141.0,72.3,8.0,4.1,149.0,76.4
02M059,All Grades,2009,All Students,189,,0.0,0.0,27.0,14.3,139.0,73.5,23.0,12.2,162.0,85.7
19K149,3,2011,All Students,118,651.0,34.0,28.8,59.0,50.0,22.0,18.6,3.0,2.5,25.0,21.2
13K056,4,2006,All Students,63,655.0,11.0,17.5,13.0,20.6,37.0,58.7,2.0,3.2,39.0,61.9
